word_one	word_two	raw_cooc	log10_cooc
cane	orso	82	1.9138138523837167
cavallo	orso	53	1.7242758696007892
orso	scimmia	38	1.5797835966168101
gufo	orso	17	1.2304489213782739
coniglio	orso	29	1.462397997898956
gabbiano	orso	8	0.9030899869919435
orso	passero	2	0.3010299956639812
elefante	orso	35	1.5440680443502757
gatto	orso	100	2.0
leone	orso	172	2.2355284469075487
maiale	orso	5	0.6989700043360189
mucca	orso	16	1.2041199826559248
orso	serpente	36	1.5563025007672873
orso	tigre	66	1.8195439355418688
orso	topo	60	1.7781512503836436
orso	poltrona	4	0.6020599913279624
letto	orso	47	1.6720978579357175
orso	scopa	0	0
orso	sedia	16	1.2041199826559248
camicia	orso	2	0.3010299956639812
armadio	orso	1	0.0
orso	pettine	0	0
giacca	orso	8	0.9030899869919435
orso	pennello	0	0
orso	spada	11	1.041392685158225
gomma	orso	5	0.6989700043360189
orso	pastello	0	0
orso	penna	2	0.3010299956639812
orso	quaderno	2	0.3010299956639812
orso	tenda	4	0.6020599913279624
orso	vaso	5	0.6989700043360189
cane	cavallo	318	2.5024271199844326
cane	scimmia	99	1.99563519459755
cane	gufo	14	1.146128035678238
cane	coniglio	137	2.1367205671564067
cane	gabbiano	17	1.2304489213782739
cane	passero	14	1.146128035678238
cane	elefante	42	1.6232492903979006
cane	gatto	2718	3.4342494523964753
cane	leone	256	2.4082399653118496
cane	maiale	72	1.8573324964312685
cane	mucca	63	1.7993405494535817
cane	serpente	128	2.1072099696478683
cane	tigre	75	1.8750612633917
cane	topo	289	2.4608978427565478
cane	poltrona	26	1.414973347970818
cane	letto	284	2.4533183400470375
cane	scopa	8	0.9030899869919435
cane	sedia	70	1.845098040014257
camicia	cane	30	1.4771212547196624
armadio	cane	17	1.2304489213782739
cane	pettine	3	0.47712125471966244
cane	giacca	17	1.2304489213782739
cane	pennello	3	0.47712125471966244
cane	spada	31	1.4913616938342726
cane	gomma	29	1.462397997898956
cane	pastello	1	0.0
cane	penna	32	1.505149978319906
cane	quaderno	7	0.8450980400142568
cane	tenda	20	1.3010299956639813
cane	vaso	27	1.4313637641589874
cavallo	scimmia	37	1.568201724066995
cavallo	gufo	7	0.8450980400142568
cavallo	coniglio	88	1.9444826721501687
cavallo	gabbiano	10	1.0
cavallo	passero	9	0.9542425094393249
cavallo	elefante	56	1.7481880270062005
cavallo	gatto	134	2.1271047983648077
cavallo	leone	181	2.2576785748691846
cavallo	maiale	114	2.0569048513364727
cavallo	mucca	85	1.9294189257142929
cavallo	serpente	74	1.8692317197309762
cavallo	tigre	146	2.164352855784437
cavallo	topo	61	1.7853298350107671
cavallo	poltrona	9	0.9542425094393249
cavallo	letto	191	2.2810333672477277
cavallo	scopa	88	1.9444826721501687
cavallo	sedia	40	1.6020599913279625
camicia	cavallo	28	1.4471580313422192
armadio	cavallo	4	0.6020599913279624
cavallo	pettine	5	0.6989700043360189
cavallo	giacca	27	1.4313637641589874
cavallo	pennello	14	1.146128035678238
cavallo	spada	290	2.462397997898956
cavallo	gomma	10	1.0
cavallo	pastello	3	0.47712125471966244
cavallo	penna	34	1.5314789170422551
cavallo	quaderno	3	0.47712125471966244
cavallo	tenda	45	1.6532125137753437
cavallo	vaso	9	0.9542425094393249
gufo	scimmia	10	1.0
coniglio	scimmia	32	1.505149978319906
gabbiano	scimmia	1	0.0
passero	scimmia	3	0.47712125471966244
elefante	scimmia	33	1.5185139398778875
gatto	scimmia	53	1.7242758696007892
leone	scimmia	76	1.8808135922807914
maiale	scimmia	30	1.4771212547196624
mucca	scimmia	21	1.3222192947339193
scimmia	serpente	58	1.7634279935629373
scimmia	tigre	51	1.7075701760979363
scimmia	topo	82	1.9138138523837167
poltrona	scimmia	3	0.47712125471966244
letto	scimmia	18	1.255272505103306
scimmia	scopa	3	0.47712125471966244
scimmia	sedia	12	1.0791812460476249
camicia	scimmia	4	0.6020599913279624
armadio	scimmia	0	0
pettine	scimmia	0	0
giacca	scimmia	0	0
pennello	scimmia	4	0.6020599913279624
scimmia	spada	4	0.6020599913279624
gomma	scimmia	1	0.0
pastello	scimmia	0	0
penna	scimmia	7	0.8450980400142568
quaderno	scimmia	0	0
scimmia	tenda	1	0.0
scimmia	vaso	11	1.041392685158225
coniglio	gufo	12	1.0791812460476249
gabbiano	gufo	51	1.7075701760979363
gufo	passero	11	1.041392685158225
elefante	gufo	2	0.3010299956639812
gatto	gufo	33	1.5185139398778875
gufo	leone	14	1.146128035678238
gufo	maiale	1	0.0
gufo	mucca	1	0.0
gufo	serpente	7	0.8450980400142568
gufo	tigre	11	1.041392685158225
gufo	topo	13	1.1139433523068367
gufo	poltrona	3	0.47712125471966244
gufo	letto	16	1.2041199826559248
gufo	scopa	4	0.6020599913279624
gufo	sedia	6	0.7781512503836436
camicia	gufo	0	0
armadio	gufo	0	0
gufo	pettine	0	0
giacca	gufo	3	0.47712125471966244
gufo	pennello	0	0
gufo	spada	2	0.3010299956639812
gomma	gufo	1	0.0
gufo	pastello	0	0
gufo	penna	3	0.47712125471966244
gufo	quaderno	0	0
gufo	tenda	0	0
gufo	vaso	5	0.6989700043360189
coniglio	gabbiano	1	0.0
coniglio	passero	14	1.146128035678238
coniglio	elefante	27	1.4313637641589874
coniglio	gatto	117	2.0681858617461617
coniglio	leone	55	1.7403626894942439
coniglio	maiale	330	2.5185139398778875
coniglio	mucca	15	1.1760912590556813
coniglio	serpente	32	1.505149978319906
coniglio	tigre	26	1.414973347970818
coniglio	topo	59	1.7708520116421442
coniglio	poltrona	2	0.3010299956639812
coniglio	letto	24	1.380211241711606
coniglio	scopa	2	0.3010299956639812
coniglio	sedia	1	0.0
camicia	coniglio	9	0.9542425094393249
armadio	coniglio	1	0.0
coniglio	pettine	3	0.47712125471966244
coniglio	giacca	0	0
coniglio	pennello	5	0.6989700043360189
coniglio	spada	20	1.3010299956639813
coniglio	gomma	6	0.7781512503836436
coniglio	pastello	1	0.0
coniglio	penna	8	0.9030899869919435
coniglio	quaderno	1	0.0
coniglio	tenda	0	0
coniglio	vaso	4	0.6020599913279624
gabbiano	passero	34	1.5314789170422551
elefante	gabbiano	1	0.0
gabbiano	gatto	56	1.7481880270062005
gabbiano	leone	1	0.0
gabbiano	maiale	0	0
gabbiano	mucca	2	0.3010299956639812
gabbiano	serpente	2	0.3010299956639812
gabbiano	tigre	1	0.0
gabbiano	topo	4	0.6020599913279624
gabbiano	poltrona	1	0.0
gabbiano	letto	15	1.1760912590556813
gabbiano	scopa	0	0
gabbiano	sedia	1	0.0
camicia	gabbiano	1	0.0
armadio	gabbiano	0	0
gabbiano	pettine	0	0
gabbiano	giacca	0	0
gabbiano	pennello	0	0
gabbiano	spada	0	0
gabbiano	gomma	1	0.0
gabbiano	pastello	1	0.0
gabbiano	penna	2	0.3010299956639812
gabbiano	quaderno	3	0.47712125471966244
gabbiano	tenda	1	0.0
gabbiano	vaso	1	0.0
elefante	passero	3	0.47712125471966244
gatto	passero	20	1.3010299956639813
leone	passero	9	0.9542425094393249
maiale	passero	1	0.0
mucca	passero	4	0.6020599913279624
passero	serpente	5	0.6989700043360189
passero	tigre	4	0.6020599913279624
passero	topo	15	1.1760912590556813
passero	poltrona	0	0
letto	passero	9	0.9542425094393249
passero	scopa	0	0
passero	sedia	0	0
camicia	passero	0	0
armadio	passero	0	0
passero	pettine	0	0
giacca	passero	0	0
passero	pennello	1	0.0
passero	spada	1	0.0
gomma	passero	0	0
passero	pastello	0	0
passero	penna	0	0
passero	quaderno	0	0
passero	tenda	0	0
passero	vaso	0	0
elefante	gatto	64	1.806179973983887
elefante	leone	135	2.130333768495006
elefante	maiale	6	0.7781512503836436
elefante	mucca	14	1.146128035678238
elefante	serpente	42	1.6232492903979006
elefante	tigre	58	1.7634279935629373
elefante	topo	45	1.6532125137753437
elefante	poltrona	1	0.0
elefante	letto	17	1.2304489213782739
elefante	scopa	1	0.0
elefante	sedia	1	0.0
camicia	elefante	6	0.7781512503836436
armadio	elefante	1	0.0
elefante	pettine	0	0
elefante	giacca	9	0.9542425094393249
elefante	pennello	0	0
elefante	spada	9	0.9542425094393249
elefante	gomma	1	0.0
elefante	pastello	0	0
elefante	penna	0	0
elefante	quaderno	3	0.47712125471966244
elefante	tenda	5	0.6989700043360189
elefante	vaso	6	0.7781512503836436
gatto	leone	231	2.3636119798921444
gatto	maiale	42	1.6232492903979006
gatto	mucca	30	1.4771212547196624
gatto	serpente	75	1.8750612633917
gatto	tigre	73	1.863322860120456
gatto	topo	952	2.9786369483844743
gatto	poltrona	33	1.5185139398778875
gatto	letto	238	2.376576957056512
gatto	scopa	10	1.0
gatto	sedia	67	1.8260748027008264
camicia	gatto	14	1.146128035678238
armadio	gatto	13	1.1139433523068367
gatto	pettine	3	0.47712125471966244
gatto	giacca	16	1.2041199826559248
gatto	pennello	6	0.7781512503836436
gatto	spada	17	1.2304489213782739
gatto	gomma	19	1.2787536009528289
gatto	pastello	0	0
gatto	penna	54	1.7323937598229686
gatto	quaderno	5	0.6989700043360189
gatto	tenda	4	0.6020599913279624
gatto	vaso	30	1.4771212547196624
leone	maiale	14	1.146128035678238
leone	mucca	42	1.6232492903979006
leone	serpente	136	2.1335389083702174
leone	tigre	152	2.1818435879447726
leone	topo	108	2.03342375548695
leone	poltrona	8	0.9030899869919435
leone	letto	82	1.9138138523837167
leone	scopa	1	0.0
leone	sedia	7	0.8450980400142568
camicia	leone	19	1.2787536009528289
armadio	leone	120	2.0791812460476247
leone	pettine	0	0
giacca	leone	7	0.8450980400142568
leone	pennello	5	0.6989700043360189
leone	spada	44	1.6434526764861874
gomma	leone	4	0.6020599913279624
leone	pastello	0	0
leone	penna	28	1.4471580313422192
leone	quaderno	3	0.47712125471966244
leone	tenda	19	1.2787536009528289
leone	vaso	24	1.380211241711606
maiale	mucca	89	1.9493900066449128
maiale	serpente	29	1.462397997898956
maiale	tigre	12	1.0791812460476249
maiale	topo	26	1.414973347970818
maiale	poltrona	3	0.47712125471966244
letto	maiale	44	1.6434526764861874
maiale	scopa	1	0.0
maiale	sedia	3	0.47712125471966244
camicia	maiale	8	0.9030899869919435
armadio	maiale	4	0.6020599913279624
maiale	pettine	0	0
giacca	maiale	2	0.3010299956639812
maiale	pennello	1	0.0
maiale	spada	22	1.3424226808222062
gomma	maiale	6	0.7781512503836436
maiale	pastello	1	0.0
maiale	penna	1	0.0
maiale	quaderno	2	0.3010299956639812
maiale	tenda	1	0.0
