word_one	word_two	raw_cooc	log10_cooc
cane	orso	324	2.510545010206612
cavallo	orso	76	1.8808135922807914
orso	scimmia	43	1.6334684555795866
gufo	orso	51	1.7075701760979363
coniglio	orso	197	2.294466226161593
gabbiano	orso	0	0
orso	passero	9	0.9542425094393249
elefante	orso	62	1.792391689498254
gatto	orso	201	2.303196057420489
leone	orso	263	2.419955748489758
maiale	orso	87	1.9395192526186185
mucca	orso	36	1.5563025007672873
orso	serpente	89	1.9493900066449128
orso	tigre	219	2.3404441148401185
orso	topo	83	1.919078092376074
orso	poltrona	0	0
letto	orso	220	2.342422680822206
orso	scopa	1	0.0
orso	sedia	83	1.919078092376074
camicia	orso	41	1.6127838567197355
armadio	orso	0	0
orso	pettine	4	0.6020599913279624
giacca	orso	13	1.1139433523068367
orso	pennello	0	0
orso	spada	73	1.863322860120456
gomma	orso	5	0.6989700043360189
orso	pastello	0	0
orso	penna	7	0.8450980400142568
orso	quaderno	4	0.6020599913279624
orso	tenda	1	0.0
orso	vaso	4	0.6020599913279624
cane	cavallo	625	2.7958800173440754
cane	scimmia	253	2.403120521175818
cane	gufo	17	1.2304489213782739
cane	coniglio	217	2.3364597338485296
cane	gabbiano	1	0.0
cane	passero	0	0
cane	elefante	68	1.8325089127062364
cane	gatto	2602	3.4153072922255676
cane	leone	158	2.1986570869544226
cane	maiale	418	2.621176281775035
cane	mucca	278	2.444044795918076
cane	serpente	180	2.255272505103306
cane	tigre	114	2.0569048513364727
cane	topo	155	2.1903316981702914
cane	poltrona	1	0.0
cane	letto	649	2.812244696800369
cane	scopa	6	0.7781512503836436
cane	sedia	90	1.9542425094393248
camicia	cane	69	1.8388490907372552
armadio	cane	7	0.8450980400142568
cane	pettine	7	0.8450980400142568
cane	giacca	61	1.7853298350107671
cane	pennello	0	0
cane	spada	24	1.380211241711606
cane	gomma	81	1.9084850188786497
cane	pastello	2	0.3010299956639812
cane	penna	49	1.6901960800285136
cane	quaderno	1	0.0
cane	tenda	38	1.5797835966168101
cane	vaso	23	1.3617278360175928
cavallo	scimmia	81	1.9084850188786497
cavallo	gufo	14	1.146128035678238
cavallo	coniglio	32	1.505149978319906
cavallo	gabbiano	6	0.7781512503836436
cavallo	passero	4	0.6020599913279624
cavallo	elefante	77	1.8864907251724818
cavallo	gatto	120	2.0791812460476247
cavallo	leone	93	1.968482948553935
cavallo	maiale	97	1.9867717342662448
cavallo	mucca	268	2.428134794028789
cavallo	serpente	39	1.591064607026499
cavallo	tigre	25	1.3979400086720377
cavallo	topo	34	1.5314789170422551
cavallo	poltrona	1	0.0
cavallo	letto	235	2.3710678622717363
cavallo	scopa	10	1.0
cavallo	sedia	27	1.4313637641589874
camicia	cavallo	47	1.6720978579357175
armadio	cavallo	8	0.9030899869919435
cavallo	pettine	1	0.0
cavallo	giacca	14	1.146128035678238
cavallo	pennello	0	0
cavallo	spada	268	2.428134794028789
cavallo	gomma	23	1.3617278360175928
cavallo	pastello	3	0.47712125471966244
cavallo	penna	5	0.6989700043360189
cavallo	quaderno	0	0
cavallo	tenda	7	0.8450980400142568
cavallo	vaso	6	0.7781512503836436
gufo	scimmia	12	1.0791812460476249
coniglio	scimmia	35	1.5440680443502757
gabbiano	scimmia	0	0
passero	scimmia	1	0.0
elefante	scimmia	67	1.8260748027008264
gatto	scimmia	120	2.0791812460476247
leone	scimmia	50	1.6989700043360187
maiale	scimmia	66	1.8195439355418688
mucca	scimmia	21	1.3222192947339193
scimmia	serpente	54	1.7323937598229686
scimmia	tigre	97	1.9867717342662448
scimmia	topo	18	1.255272505103306
poltrona	scimmia	0	0
letto	scimmia	88	1.9444826721501687
scimmia	scopa	4	0.6020599913279624
scimmia	sedia	21	1.3222192947339193
camicia	scimmia	14	1.146128035678238
armadio	scimmia	0	0
pettine	scimmia	3	0.47712125471966244
giacca	scimmia	16	1.2041199826559248
pennello	scimmia	7	0.8450980400142568
scimmia	spada	34	1.5314789170422551
gomma	scimmia	22	1.3424226808222062
pastello	scimmia	0	0
penna	scimmia	85	1.9294189257142929
quaderno	scimmia	0	0
scimmia	tenda	17	1.2304489213782739
scimmia	vaso	17	1.2304489213782739
coniglio	gufo	16	1.2041199826559248
gabbiano	gufo	5	0.6989700043360189
gufo	passero	3	0.47712125471966244
elefante	gufo	13	1.1139433523068367
gatto	gufo	75	1.8750612633917
gufo	leone	6	0.7781512503836436
gufo	maiale	5	0.6989700043360189
gufo	mucca	2	0.3010299956639812
gufo	serpente	5	0.6989700043360189
gufo	tigre	1	0.0
gufo	topo	38	1.5797835966168101
gufo	poltrona	0	0
gufo	letto	11	1.041392685158225
gufo	scopa	2	0.3010299956639812
gufo	sedia	4	0.6020599913279624
camicia	gufo	7	0.8450980400142568
armadio	gufo	4	0.6020599913279624
gufo	pettine	0	0
giacca	gufo	0	0
gufo	pennello	0	0
gufo	spada	0	0
gomma	gufo	1	0.0
gufo	pastello	0	0
gufo	penna	0	0
gufo	quaderno	0	0
gufo	tenda	0	0
gufo	vaso	0	0
coniglio	gabbiano	0	0
coniglio	passero	0	0
coniglio	elefante	19	1.2787536009528289
coniglio	gatto	118	2.0718820073061255
coniglio	leone	32	1.505149978319906
coniglio	maiale	160	2.204119982655925
coniglio	mucca	15	1.1760912590556813
coniglio	serpente	94	1.9731278535996986
coniglio	tigre	76	1.8808135922807914
coniglio	topo	54	1.7323937598229686
coniglio	poltrona	0	0
coniglio	letto	21	1.3222192947339193
coniglio	scopa	0	0
coniglio	sedia	10	1.0
camicia	coniglio	3	0.47712125471966244
armadio	coniglio	0	0
coniglio	pettine	0	0
coniglio	giacca	33	1.5185139398778875
coniglio	pennello	0	0
coniglio	spada	3	0.47712125471966244
coniglio	gomma	2	0.3010299956639812
coniglio	pastello	0	0
coniglio	penna	3	0.47712125471966244
coniglio	quaderno	0	0
coniglio	tenda	1	0.0
coniglio	vaso	0	0
gabbiano	passero	0	0
elefante	gabbiano	0	0
gabbiano	gatto	1	0.0
gabbiano	leone	6	0.7781512503836436
gabbiano	maiale	0	0
gabbiano	mucca	0	0
gabbiano	serpente	0	0
gabbiano	tigre	0	0
gabbiano	topo	0	0
gabbiano	poltrona	0	0
gabbiano	letto	1	0.0
gabbiano	scopa	0	0
gabbiano	sedia	0	0
camicia	gabbiano	0	0
armadio	gabbiano	0	0
gabbiano	pettine	0	0
gabbiano	giacca	0	0
gabbiano	pennello	0	0
gabbiano	spada	0	0
gabbiano	gomma	0	0
gabbiano	pastello	0	0
gabbiano	penna	1	0.0
gabbiano	quaderno	0	0
gabbiano	tenda	0	0
gabbiano	vaso	0	0
elefante	passero	6	0.7781512503836436
gatto	passero	6	0.7781512503836436
leone	passero	4	0.6020599913279624
maiale	passero	0	0
mucca	passero	0	0
passero	serpente	5	0.6989700043360189
passero	tigre	1	0.0
passero	topo	0	0
passero	poltrona	0	0
letto	passero	33	1.5185139398778875
passero	scopa	0	0
passero	sedia	0	0
camicia	passero	0	0
armadio	passero	0	0
passero	pettine	0	0
giacca	passero	1	0.0
passero	pennello	0	0
passero	spada	0	0
gomma	passero	0	0
passero	pastello	0	0
passero	penna	0	0
passero	quaderno	1	0.0
passero	tenda	0	0
passero	vaso	0	0
elefante	gatto	47	1.6720978579357175
elefante	leone	86	1.9344984512435677
elefante	maiale	117	2.0681858617461617
elefante	mucca	26	1.414973347970818
elefante	serpente	70	1.845098040014257
elefante	tigre	73	1.863322860120456
elefante	topo	113	2.05307844348342
elefante	poltrona	0	0
elefante	letto	19	1.2787536009528289
elefante	scopa	0	0
elefante	sedia	15	1.1760912590556813
camicia	elefante	1	0.0
armadio	elefante	0	0
elefante	pettine	6	0.7781512503836436
elefante	giacca	0	0
elefante	pennello	0	0
elefante	spada	6	0.7781512503836436
elefante	gomma	0	0
elefante	pastello	0	0
elefante	penna	7	0.8450980400142568
elefante	quaderno	0	0
elefante	tenda	2	0.3010299956639812
elefante	vaso	0	0
gatto	leone	77	1.8864907251724818
gatto	maiale	115	2.060697840353612
gatto	mucca	155	2.1903316981702914
gatto	serpente	80	1.9030899869919435
gatto	tigre	219	2.3404441148401185
gatto	topo	2614	3.4173055832445254
gatto	poltrona	0	0
gatto	letto	179	2.2528530309798933
gatto	scopa	26	1.414973347970818
gatto	sedia	56	1.7481880270062005
camicia	gatto	46	1.662757831681574
armadio	gatto	20	1.3010299956639813
gatto	pettine	2	0.3010299956639812
gatto	giacca	15	1.1760912590556813
gatto	pennello	0	0
gatto	spada	15	1.1760912590556813
gatto	gomma	19	1.2787536009528289
gatto	pastello	11	1.041392685158225
gatto	penna	11	1.041392685158225
gatto	quaderno	0	0
gatto	tenda	6	0.7781512503836436
gatto	vaso	7	0.8450980400142568
leone	maiale	66	1.8195439355418688
leone	mucca	20	1.3010299956639813
leone	serpente	96	1.9822712330395684
leone	tigre	347	2.5403294747908736
leone	topo	283	2.45178643552429
leone	poltrona	0	0
leone	letto	41	1.6127838567197355
leone	scopa	0	0
leone	sedia	40	1.6020599913279625
camicia	leone	5	0.6989700043360189
armadio	leone	90	1.9542425094393248
leone	pettine	0	0
giacca	leone	15	1.1760912590556813
leone	pennello	0	0
leone	spada	27	1.4313637641589874
gomma	leone	3	0.47712125471966244
leone	pastello	0	0
leone	penna	8	0.9030899869919435
leone	quaderno	0	0
leone	tenda	0	0
leone	vaso	0	0
maiale	mucca	455	2.6580113966571126
maiale	serpente	55	1.7403626894942439
maiale	tigre	19	1.2787536009528289
maiale	topo	9	0.9542425094393249
maiale	poltrona	0	0
letto	maiale	114	2.0569048513364727
maiale	scopa	0	0
maiale	sedia	7	0.8450980400142568
camicia	maiale	16	1.2041199826559248
armadio	maiale	0	0
maiale	pettine	0	0
giacca	maiale	10	1.0
maiale	pennello	0	0
maiale	spada	10	1.0
gomma	maiale	11	1.041392685158225
maiale	pastello	0	0
maiale	penna	269	2.429752280002408
maiale	quaderno	0	0
maiale	tenda	0	0
maiale	vaso	0	0
mucca	serpente	54	1.7323937598229686
mucca	tigre	40	1.6020599913279625
mucca	topo	19	1.2787536009528289
mucca	poltrona	0	0
letto	mucca	36	1.5563025007672873
mucca	scopa	2	0.3010299956639812
mucca	sedia	8	0.9030899869919435
camicia	mucca	10	1.0
armadio	mucca	0	0
mucca	pettine	0	0
giacca	mucca	6	0.7781512503836436
mucca	pennello	0	0
mucca	spada	1	0.0
gomma	mucca	0	0
mucca	pastello	3	0.47712125471966244
mucca	penna	8	0.9030899869919435
mucca	quaderno	1	0.0
mucca	tenda	0	0
mucca	vaso	0	0
serpente	tigre	105	2.0211892990699383
serpente	topo	64	1.806179973983887
poltrona	serpente	0	0
letto	serpente	128	2.1072099696478683
scopa	serpente	4	0.6020599913279624
sedia	serpente	8	0.9030899869919435
camicia	serpente	20	1.3010299956639813
armadio	serpente	0	0
pettine	serpente	0	0
giacca	serpente	10	1.0
pennello	serpente	0	0
serpente	spada	63	1.7993405494535817
gomma	serpente	44	1.6434526764861874
pastello	serpente	0	0
penna	serpente	1	0.0
quaderno	serpente	0	0
serpente	tenda	10	1.0
serpente	vaso	0	0
tigre	topo	46	1.662757831681574
poltrona	tigre	0	0
letto	tigre	103	2.012837224705172
scopa	tigre	0	0
sedia	tigre	3	0.47712125471966244
camicia	tigre	20	1.3010299956639813
armadio	tigre	0	0
pettine	tigre	0	0
giacca	tigre	28	1.4471580313422192
pennello	tigre	0	0
spada	tigre	31	1.4913616938342726
gomma	tigre	2	0.3010299956639812
pastello	tigre	0	0
penna	tigre	4	0.6020599913279624
quaderno	tigre	0	0
tenda	tigre	2	0.3010299956639812
tigre	vaso	0	0
poltrona	topo	9	0.9542425094393249
letto	topo	61	1.7853298350107671
scopa	topo	4	0.6020599913279624
sedia	topo	36	1.5563025007672873
camicia	topo	14	1.146128035678238
armadio	topo	3	0.47712125471966244
pettine	topo	2	0.3010299956639812
giacca	topo	16	1.2041199826559248
pennello	topo	0	0
spada	topo	2	0.3010299956639812
gomma	topo	20	1.3010299956639813
pastello	topo	4	0.6020599913279624
penna	topo	2	0.3010299956639812
quaderno	topo	0	0
tenda	topo	0	0
topo	vaso	0	0
letto	poltrona	8	0.9030899869919435
poltrona	scopa	0	0
poltrona	sedia	8	0.9030899869919435
camicia	poltrona	0	0
armadio	poltrona	0	0
pettine	poltrona	0	0
giacca	poltrona	0	0
pennello	poltrona	0	0
poltrona	spada	0	0
gomma	poltrona	0	0
pastello	poltrona	0	0
penna	poltrona	0	0
poltrona	quaderno	0	0
poltrona	tenda	0	0
poltrona	vaso	1	0.0
letto	scopa	17	1.2304489213782739
letto	sedia	399	2.6009728956867484
camicia	letto	154	2.187520720836463
armadio	letto	64	1.806179973983887
letto	pettine	21	1.3222192947339193
giacca	letto	163	2.2121876044039577
letto	pennello	0	0
letto	spada	61	1.7853298350107671
gomma	letto	26	1.414973347970818
letto	pastello	2	0.3010299956639812
letto	penna	79	1.8976270912904414
letto	quaderno	3	0.47712125471966244
letto	tenda	68	1.8325089127062364
letto	vaso	15	1.1760912590556813
scopa	sedia	4	0.6020599913279624
camicia	scopa	0	0
armadio	scopa	3	0.47712125471966244
pettine	scopa	1	0.0
giacca	scopa	0	0
pennello	scopa	0	0
scopa	spada	5	0.6989700043360189
gomma	scopa	4	0.6020599913279624
pastello	scopa	0	0
penna	scopa	0	0
quaderno	scopa	0	0
scopa	tenda	0	0
scopa	vaso	0	0
camicia	sedia	64	1.806179973983887
armadio	sedia	5	0.6989700043360189
pettine	sedia	5	0.6989700043360189
giacca	sedia	85	1.9294189257142929
pennello	sedia	0	0
sedia	spada	3	0.47712125471966244
gomma	sedia	5	0.6989700043360189
pastello	sedia	0	0
penna	sedia	33	1.5185139398778875
quaderno	sedia	10	1.0
sedia	tenda	2	0.3010299956639812
sedia	vaso	9	0.9542425094393249
armadio	camicia	75	1.8750612633917
camicia	pettine	22	1.3424226808222062
camicia	giacca	649	2.812244696800369
camicia	pennello	0	0
camicia	spada	4	0.6020599913279624
camicia	gomma	23	1.3617278360175928
camicia	pastello	0	0
camicia	penna	4	0.6020599913279624
camicia	quaderno	0	0
camicia	tenda	4	0.6020599913279624
camicia	vaso	0	0
armadio	pettine	0	0
armadio	giacca	30	1.4771212547196624
armadio	pennello	0	0
armadio	spada	5	0.6989700043360189
armadio	gomma	0	0
armadio	pastello	0	0
armadio	penna	0	0
armadio	quaderno	0	0
armadio	tenda	0	0
armadio	vaso	0	0
giacca	pettine	1	0.0
pennello	pettine	0	0
pettine	spada	0	0
gomma	pettine	1	0.0
pastello	pettine	0	0
penna	pettine	6	0.7781512503836436
pettine	quaderno	1	0.0
pettine	tenda	0	0
pettine	vaso	0	0
giacca	pennello	0	0
giacca	spada	7	0.8450980400142568
giacca	gomma	15	1.1760912590556813
giacca	pastello	0	0
giacca	penna	24	1.380211241711606
giacca	quaderno	18	1.255272505103306
giacca	tenda	3	0.47712125471966244
giacca	vaso	0	0
pennello	spada	0	0
gomma	pennello	0	0
pastello	pennello	0	0
penna	pennello	2	0.3010299956639812
pennello	quaderno	0	0
pennello	tenda	0	0
pennello	vaso	0	0
gomma	spada	4	0.6020599913279624
pastello	spada	0	0
penna	spada	228	2.357934847000454
quaderno	spada	0	0
spada	tenda	2	0.3010299956639812
spada	vaso	0	0
gomma	pastello	0	0
gomma	penna	10	1.0
gomma	quaderno	1	0.0
gomma	tenda	3	0.47712125471966244
gomma	vaso	10	1.0
pastello	penna	0	0
pastello	quaderno	0	0
pastello	tenda	0	0
pastello	vaso	0	0
penna	quaderno	57	1.7558748556724915
penna	tenda	2	0.3010299956639812
penna	vaso	0	0
quaderno	tenda	0	0
quaderno	vaso	0	0
tenda	vaso	6	0.7781512503836436
