word_one	word_two	spearman_correlation	cosine_similarity
cane	orso	0.09877753501885847	0.08587452108207305
cavallo	orso	0.11155255826738478	0.09947227161659056
orso	scimmia	0.16370184430181653	0.08681688268630361
gufo	orso	0.16591335991187842	0.08990913500837838
coniglio	orso	0.1334295851466928	0.07177188832682424
gabbiano	orso	0.14014752982721423	0.07471403749961048
orso	passero	0.12814918762357136	0.06395617222895389
elefante	orso	0.18234387229149993	0.09627864536118047
gatto	orso	0.14764209387305832	0.10496950951560191
leone	orso	0.13262239313659627	0.10889693170591963
maiale	orso	0.10581492159894088	0.06490433016085961
mucca	orso	0.12608245106417357	0.07638775120823016
orso	serpente	0.15934224662719515	0.09171246830826207
orso	tigre	0.18502480478828345	0.10516315085338546
orso	topo	0.16069996028761946	0.08486873855714083
orso	poltrona	0.13308152449375643	0.07642207324881845
letto	orso	-0.02252918982137112	0.049745517252259064
orso	scopa	0.11821460863446466	0.06333331329191982
orso	sedia	0.1104163927284516	0.07338899953422051
camicia	orso	0.12214670016108836	0.07664913942683971
armadio	orso	0.11144022424695597	0.06269306878407588
orso	pettine	0.1075516990797316	0.05565851547097256
giacca	orso	0.1217495207473507	0.07362591037809663
orso	pennello	0.10665054584201344	0.06014165721928222
orso	spada	0.11841420139129671	0.09265919815808588
gomma	orso	0.061354580716203824	0.05703671201026106
orso	pastello	0.11370878825364795	0.05785878100275732
orso	penna	0.13407599852319635	0.0873493696838975
orso	quaderno	0.13674954538225317	0.07448778600122163
orso	tenda	0.12864192152686255	0.08165052581127363
orso	vaso	0.11402408169513888	0.06720320321069662
cane	cavallo	0.0819604646728452	0.10036003478277178
cane	scimmia	0.10690894162699191	0.0803548433365906
cane	gufo	0.07105331726063771	0.05639653141657075
cane	coniglio	0.08825315938873313	0.07938281550091486
cane	gabbiano	0.08861357942687402	0.07441271988189302
cane	passero	0.06782824284031937	0.05333042981590319
cane	elefante	0.10019129205953295	0.07722089544531308
cane	gatto	0.17021957151479228	0.1491143146714513
cane	leone	0.03932132140017445	0.0786458459311965
cane	maiale	0.0735400106271286	0.06739289962423045
cane	mucca	0.1018273542028453	0.08304779081146607
cane	serpente	0.10096488526325542	0.08332978271527391
cane	tigre	0.10197375629417385	0.08175998884273683
cane	topo	0.12089233879761199	0.09359754940914256
cane	poltrona	0.09278719903745787	0.08062742334841133
cane	letto	-0.019743416950372877	0.06404929864657516
cane	scopa	0.08124763853255523	0.06359087761906246
cane	sedia	0.1102389624491868	0.08855291683528044
camicia	cane	0.09164754990145929	0.08012751075899094
armadio	cane	0.08588635393265753	0.07489349377141674
cane	pettine	0.06668058997724415	0.054520751955756785
cane	giacca	0.09349496201846566	0.07911225139960931
cane	pennello	0.06907308037274505	0.06262568390579137
cane	spada	0.06500003418133485	0.08138500354002043
cane	gomma	0.055993207646981374	0.06911997064047293
cane	pastello	0.04756315179213415	0.045589442632800514
cane	penna	0.08281025821285734	0.083915019317648
cane	quaderno	0.06057137299229101	0.059677305988040996
cane	tenda	0.07901656691924819	0.07606593976546572
cane	vaso	0.08646858833081557	0.07644591975957693
cavallo	scimmia	0.07655391743638865	0.06887764113144423
cavallo	gufo	0.061903128727707306	0.057780086054068036
cavallo	coniglio	0.06492607997509256	0.06883854810116352
cavallo	gabbiano	0.06687224333079383	0.06242852497627338
cavallo	passero	0.06277184293003632	0.05543264970627504
cavallo	elefante	0.09565278188528954	0.0818959665999488
cavallo	gatto	0.07249100845144134	0.09339298580298949
cavallo	leone	0.10543564498076172	0.11582727343653187
cavallo	maiale	0.07237435522424268	0.07506459504073171
cavallo	mucca	0.0802448167831602	0.07847237576016419
cavallo	serpente	0.09698573500859246	0.0884244753167267
cavallo	tigre	0.09552502192129275	0.08406083736513259
cavallo	topo	0.06853464996605554	0.06934239307407564
cavallo	poltrona	0.08623522848919471	0.08594293224691618
cavallo	letto	-0.04909197417648596	0.06852075662432588
cavallo	scopa	0.06718512413225028	0.0681288259172883
cavallo	sedia	0.08328759484057574	0.09066954667193228
camicia	cavallo	0.08846595492630395	0.08905968391000241
armadio	cavallo	0.055596471034563125	0.06389381728345156
cavallo	pettine	0.07223968249096295	0.06209297239166356
cavallo	giacca	0.082099139202169	0.0861075570989045
cavallo	pennello	0.07774698126529282	0.07146376258587872
cavallo	spada	0.130156457791741	0.13115764937586316
cavallo	gomma	0.057751373463551595	0.07876290298743982
cavallo	pastello	0.07502269385948107	0.06440430439910383
cavallo	penna	0.10209479147363365	0.10725005684331002
cavallo	quaderno	0.07517897990066379	0.06853432239884671
cavallo	tenda	0.11357587348591794	0.1038490843310671
cavallo	vaso	0.07772529839055309	0.0815981557532377
gufo	scimmia	0.17322306348335695	0.07069963688978487
coniglio	scimmia	0.14941840868253145	0.07507641034509394
gabbiano	scimmia	0.12928108453167428	0.05938904709038406
passero	scimmia	0.11642466145028005	0.05151102015239162
elefante	scimmia	0.21188072777525044	0.10919265317041127
gatto	scimmia	0.1304219853991791	0.08554599039437305
leone	scimmia	0.06635697292739452	0.06425635722959266
maiale	scimmia	0.11618322044270554	0.06881905409212408
mucca	scimmia	0.1344926391356574	0.0755988512192689
scimmia	serpente	0.18730361582727348	0.10355035490008668
scimmia	tigre	0.18983441421724462	0.0981732192203475
scimmia	topo	0.209898447513964	0.11208513791324637
poltrona	scimmia	0.13822826279941053	0.06971444058799015
letto	scimmia	0.00020849629016314123	0.04508221861551753
scimmia	scopa	0.1535012255901059	0.065166363741747
scimmia	sedia	0.1363407801651601	0.07559961074090582
camicia	scimmia	0.13427775151774035	0.07267141310957193
armadio	scimmia	0.13297183430785187	0.06437944878573898
pettine	scimmia	0.13125881286103264	0.051570162123380614
giacca	scimmia	0.13369547605206142	0.06890379030368654
pennello	scimmia	0.14891541653761345	0.06394637350292554
scimmia	spada	0.10320403414267727	0.07448265479923122
gomma	scimmia	0.05931477220339108	0.04687829162876411
pastello	scimmia	0.12888226627230875	0.05237220948107779
penna	scimmia	0.12295232551952207	0.07178835584012289
quaderno	scimmia	0.12644566551610795	0.061687146663630066
scimmia	tenda	0.10729630680969576	0.06271478140812659
scimmia	vaso	0.14485664889373748	0.07206101231979167
coniglio	gufo	0.1375669450759143	0.07460536414175345
gabbiano	gufo	0.18947076019549522	0.16710645518795753
gufo	passero	0.2195881854727453	0.16603538219356917
elefante	gufo	0.15984798016477209	0.06918221442755024
gatto	gufo	0.11650908461149552	0.07345053989573835
gufo	leone	0.049365273214897115	0.047585111262715696
gufo	maiale	0.09179735282541063	0.05046634117062998
gufo	mucca	0.08490276212052893	0.0421302616436493
gufo	serpente	0.1361926483412994	0.07254104873066591
gufo	tigre	0.14804506694850764	0.07118423098132265
gufo	topo	0.16727945729453836	0.09054542068188232
gufo	poltrona	0.09592252751611366	0.04763865286388269
gufo	letto	-0.003098220454421898	0.0338211282888492
gufo	scopa	0.148714085869673	0.06268598086024069
gufo	sedia	0.08850017589855826	0.04717231729860094
camicia	gufo	0.10057803705995903	0.051667487340477214
armadio	gufo	0.11572633808440708	0.05398960406507247
gufo	pettine	0.12795065871140285	0.047582230784318114
giacca	gufo	0.10212588997085238	0.055099640450598675
gufo	pennello	0.11618900651239036	0.05167313914617022
gufo	spada	0.07815104703760589	0.059147177932176054
gomma	gufo	0.053847692154916416	0.04238284333243403
gufo	pastello	0.14434321780405818	0.05580678965864583
gufo	penna	0.08955725242525057	0.051562666110575806
gufo	quaderno	0.115772228295326	0.04692016023702372
gufo	tenda	0.10147386390365579	0.05345048665555019
gufo	vaso	0.1119980938506536	0.05526154740132416
coniglio	gabbiano	0.11745335487136216	0.06575260008614625
coniglio	passero	0.11816623801077505	0.06791817728420335
coniglio	elefante	0.14084214246467178	0.06611786006640563
coniglio	gatto	0.13421296928893256	0.09224803930963776
coniglio	leone	0.05405685721653193	0.06300845902578678
coniglio	maiale	0.24585865432743875	0.2342119508213003
coniglio	mucca	0.13616451813657723	0.08241569755165357
coniglio	serpente	0.11821604820074444	0.06605072552486213
coniglio	tigre	0.13769533671215736	0.07068746328736553
coniglio	topo	0.17171386936068359	0.09623270385795035
coniglio	poltrona	0.10232426740690097	0.060094023878327296
coniglio	letto	-0.018207437942357588	0.04419078087213557
coniglio	scopa	0.11880957002975488	0.058805234718936394
coniglio	sedia	0.08989325364947447	0.05637063590124669
camicia	coniglio	0.131301863078301	0.08038629328966096
armadio	coniglio	0.11221040428079147	0.05961499165785322
coniglio	pettine	0.11093848694342523	0.05606241904575482
coniglio	giacca	0.11098972943645173	0.06486864435189588
coniglio	pennello	0.1271753639083551	0.07346071210621652
coniglio	spada	0.0976077246284315	0.08701337486073712
coniglio	gomma	0.07572822127360328	0.06258942703709813
coniglio	pastello	0.1143447164226349	0.057723030643230366
coniglio	penna	0.10511265682296939	0.07048488546060172
coniglio	quaderno	0.10770417961444292	0.0545777246500978
coniglio	tenda	0.09049668623777302	0.057293996653457135
coniglio	vaso	0.1380999020098395	0.08257941155871051
gabbiano	passero	0.18742423274192482	0.16054142169401797
elefante	gabbiano	0.1409334576203795	0.06169946669734638
gabbiano	gatto	0.10112318721970229	0.06893181204174104
gabbiano	leone	0.05971720412757212	0.05689239608195751
gabbiano	maiale	0.07572672262459348	0.044469458194653755
gabbiano	mucca	0.0764947018187046	0.04440199488969543
gabbiano	serpente	0.1236095887529019	0.067714026434045
gabbiano	tigre	0.13661662666593366	0.0660256225669652
gabbiano	topo	0.12818281526780642	0.06932339132791865
gabbiano	poltrona	0.10794911947652967	0.05644800470585021
gabbiano	letto	-0.005632076284227337	0.03855567975953256
gabbiano	scopa	0.10454554986552769	0.04722203553603099
gabbiano	sedia	0.09598404796377191	0.0560719808801311
camicia	gabbiano	0.10915039126370839	0.06059987428371605
armadio	gabbiano	0.10434533827300607	0.0534603207833243
gabbiano	pettine	0.10289585757597033	0.044483654408013606
gabbiano	giacca	0.10095782921020573	0.054684606263970426
gabbiano	pennello	0.11698439337280722	0.056864219629238155
gabbiano	spada	0.0766935184806871	0.05813762530603073
gabbiano	gomma	0.05773889685669203	0.04543737085147248
gabbiano	pastello	0.13083915084271167	0.062459353297535825
gabbiano	penna	0.10808316148751847	0.06615596649094946
gabbiano	quaderno	0.1173909481619665	0.05639596177292383
gabbiano	tenda	0.11414220641264146	0.06384072214109449
gabbiano	vaso	0.10040055478133157	0.05192997003321986
elefante	passero	0.14637897489551593	0.0608388606503143
gatto	passero	0.07995803828216733	0.055737931973985244
leone	passero	0.06141857312153135	0.05548257456946004
maiale	passero	0.07324425659200312	0.042941000757298786
mucca	passero	0.09759660025238374	0.05103726063148395
passero	serpente	0.10167187628322384	0.05293771256145008
passero	tigre	0.10905455722312772	0.051008697470507625
passero	topo	0.12648709795301966	0.0742075022629155
passero	poltrona	0.08883630744906487	0.041649688046751177
letto	passero	0.004139013214322123	0.03314183184955577
passero	scopa	0.10487588100773974	0.044809540532838144
passero	sedia	0.07676814606536746	0.04332942274709772
camicia	passero	0.09164120745211177	0.05020102524524617
armadio	passero	0.09115781274398915	0.04207713222746523
passero	pettine	0.12985848805175088	0.04788845088779925
giacca	passero	0.08054493360791962	0.04049607464107208
passero	pennello	0.10156457403531527	0.04257226421521432
passero	spada	0.06574217775740324	0.051387296814512595
gomma	passero	0.06017856917634307	0.03907821150181545
passero	pastello	0.11381408646765315	0.044983759882938124
passero	penna	0.08278829290285299	0.04943979091909645
passero	quaderno	0.11154892459399321	0.04810778834783702
passero	tenda	0.09890896142592481	0.05298654506209499
passero	vaso	0.0993825092558256	0.04972565614419022
elefante	gatto	0.13081624131332703	0.08384130279110269
elefante	leone	0.08994509960600951	0.08255420080009612
elefante	maiale	0.11008078159249104	0.06026804203349734
elefante	mucca	0.12369781369978555	0.06952379870948344
elefante	serpente	0.180063270125967	0.10374773865848685
elefante	tigre	0.1860962403653462	0.09833484362661549
elefante	topo	0.16862020249078666	0.08360095246125399
elefante	poltrona	0.13563526124777603	0.07210191094216745
elefante	letto	-0.008510846515177571	0.04553443533270607
elefante	scopa	0.14216425879045477	0.059932068351767676
elefante	sedia	0.12608961785017392	0.06938516541536521
camicia	elefante	0.14763730107022693	0.08208367433113639
armadio	elefante	0.13702766449374612	0.06831844320020108
elefante	pettine	0.14594966898060374	0.060485592379047715
elefante	giacca	0.1456668210496204	0.07971195394969766
elefante	pennello	0.15140504385102865	0.06961899875271782
elefante	spada	0.10986837010287888	0.08059452844495985
elefante	gomma	0.07433187125455328	0.05536429662583897
elefante	pastello	0.15838413005970065	0.07380346267273885
elefante	penna	0.13115677068353992	0.07822276668744277
elefante	quaderno	0.13849635356036433	0.06609724166581021
elefante	tenda	0.13158137012777707	0.07576018055831435
elefante	vaso	0.142011204784301	0.07432405415867938
gatto	leone	0.0945991335261954	0.10602230767243515
gatto	maiale	0.08774439159864873	0.06986589032852508
gatto	mucca	0.09830546258870887	0.07703431240383318
gatto	serpente	0.12747674448012325	0.08984901780242527
gatto	tigre	0.13995368232563396	0.09662057122903
gatto	topo	0.1823328255442379	0.13210719468726206
gatto	poltrona	0.11079181831017419	0.08441129340863363
gatto	letto	-0.022832754952527786	0.06640151270651029
gatto	scopa	0.1049241974915916	0.07396045310219823
gatto	sedia	0.10443579158824498	0.08385813261792852
camicia	gatto	0.10545490544057215	0.08312751279100983
armadio	gatto	0.09271651874942169	0.07133156959994658
gatto	pettine	0.06996527854848382	0.05490128846697018
gatto	giacca	0.1064343969950538	0.08201100383945181
gatto	pennello	0.09323154395442372	0.07208087889144543
gatto	spada	0.09110257533586139	0.0936317827447114
gatto	gomma	0.05101392192639373	0.0650539211774005
gatto	pastello	0.0851726692220115	0.06229506181211164
gatto	penna	0.12970046090452383	0.10668339438217933
gatto	quaderno	0.09848043161293428	0.07498309316591056
gatto	tenda	0.08086757749106961	0.07343220979168086
gatto	vaso	0.0897244327628503	0.07461677725397675
leone	maiale	0.03809642808102154	0.05490011211394641
leone	mucca	0.062293135615681415	0.06403112229474917
leone	serpente	0.10108316308819178	0.10139558935178439
leone	tigre	0.09684473876379243	0.0879325201468365
leone	topo	0.05895743135517826	0.06744106324616372
leone	poltrona	0.0787753068574437	0.08344611714737349
leone	letto	-0.05674167007696184	0.058757069469399514
leone	scopa	0.036958026315396325	0.05102846316128096
leone	sedia	0.03651583355987376	0.06594947403547924
camicia	leone	0.054322464588403355	0.07112169970701987
armadio	leone	0.0364405535505971	0.05884906113498778
leone	pettine	0.05272575175190787	0.05449797009858082
giacca	leone	0.04022694337152135	0.06345537839931936
leone	pennello	0.04013901655118532	0.05501266306851105
leone	spada	0.09866771736892818	0.10531383985320653
gomma	leone	0.013454451563864298	0.05478408804236112
leone	pastello	0.048475014200299045	0.05200432252373399
leone	penna	0.1170514319191119	0.11150150553348681
leone	quaderno	0.0953673185531757	0.08034444028008891
leone	tenda	0.08846997773750903	0.09239659682065493
leone	vaso	0.05251558092310608	0.0677695944015464
maiale	mucca	0.1628866557939584	0.10811751009753467
maiale	serpente	0.10287366075244321	0.0626197869464028
maiale	tigre	0.10196049481923156	0.05823486720160209
maiale	topo	0.12473463005541427	0.07813640728606897
maiale	poltrona	0.09522083584732895	0.060722962476436604
letto	maiale	-0.02439732574640111	0.04269514595597035
maiale	scopa	0.09539036727512516	0.05556708298006252
maiale	sedia	0.08978823339922701	0.05914082782625252
camicia	maiale	0.11775919808125572	0.07815512534591906
armadio	maiale	0.09569911390142372	0.056633139283117195
maiale	pettine	0.0933479926332749	0.05345325992203964
giacca	maiale	0.10075344766047553	0.06367994447504322
maiale	pennello	0.10804333092603116	0.06801872728888114
maiale	spada	0.09299173919935753	0.08535816913792982
gomma	maiale	0.08849178618704849	0.06840988776494594
maiale	pastello	0.09444001268366062	0.054930092547805565
maiale	penna	0.08366355570402981	0.06120490485270569
maiale	quaderno	0.07832012009033498	0.04601634680474076
maiale	tenda	0.08897317001488639	0.06108880423536833
maiale	vaso	0.14037051998177455	0.0880095758794095
mucca	serpente	0.09097579909807067	0.060883188135956834
mucca	tigre	0.12799151233353026	0.07014091746835305
mucca	topo	0.15218312409103432	0.0933833598113124
mucca	poltrona	0.12246387870773029	0.07360215678163862
letto	mucca	0.0005742094995364441	0.050459235487516185
mucca	scopa	0.08824816894262377	0.04902567781707656
mucca	sedia	0.09792598511228198	0.06341754200008287
camicia	mucca	0.09443259731242759	0.0600952564146654
armadio	mucca	0.10242827392074477	0.06268091967553158
mucca	pettine	0.1159868501246153	0.057320445708124335
giacca	mucca	0.09652781929105343	0.05951720525391557
mucca	pennello	0.0920577686156044	0.05147500929544846
mucca	spada	0.06826669271006428	0.06375950380937856
gomma	mucca	0.11790780784493651	0.07783667399709893
mucca	pastello	0.07465545912874014	0.041221117593359446
mucca	penna	0.09852296672688543	0.06579398358659994
mucca	quaderno	0.11542418972238204	0.058284074824770604
mucca	tenda	0.10942824207448246	0.06574249172341728
mucca	vaso	0.11213774852155833	0.06376542180478262
serpente	tigre	0.17492193519408028	0.10324880452218566
serpente	topo	0.15855772608281085	0.08947491186844614
poltrona	serpente	0.12750293899880769	0.07456684879972952
letto	serpente	-0.026626867784008038	0.04715956368438756
scopa	serpente	0.12447598477131383	0.06898172607365094
sedia	serpente	0.1274914342321084	0.08073681469619609
camicia	serpente	0.14449785974413643	0.08568247563012898
armadio	serpente	0.119582679563419	0.06887279916332012
pettine	serpente	0.10045296591628348	0.053763514318285965
giacca	serpente	0.12713194560814714	0.07852707182869978
pennello	serpente	0.13424795229235045	0.07632659332569791
serpente	spada	0.16505758111430427	0.12557833604598523
gomma	serpente	0.05440999708959769	0.05566828082500719
pastello	serpente	0.11699265546071516	0.06325552733208584
penna	serpente	0.11985806380484562	0.08165779461803091
quaderno	serpente	0.08829050734069789	0.05371521919533295
serpente	tenda	0.12844708731869708	0.08543455329650695
serpente	vaso	0.16552489667826303	0.09557759329610471
tigre	topo	0.1700103300726139	0.08315926540271157
poltrona	tigre	0.13999520526427914	0.07463717381528456
letto	tigre	-0.007511435656566142	0.052164306693242346
scopa	tigre	0.13569675260156136	0.06409004840311705
sedia	tigre	0.1251005440932995	0.07350367940134361
camicia	tigre	0.13514614215470006	0.07922949792507561
armadio	tigre	0.12565421570212604	0.06366855704793506
pettine	tigre	0.11855348807170021	0.05788690380333694
giacca	tigre	0.13536182951896586	0.0750880725298031
pennello	tigre	0.13315724232904588	0.06725933047164778
spada	tigre	0.12668380282985822	0.09595561260428476
gomma	tigre	0.0660467490267023	0.05546085618147134
pastello	tigre	0.1261947053864868	0.06230636830747105
penna	tigre	0.1244365712915098	0.0790284644906083
quaderno	tigre	0.11608341155236274	0.060654420531170206
tenda	tigre	0.11686512932973991	0.06871283494311431
tigre	vaso	0.11839772758715654	0.06934965802665138
poltrona	topo	0.13206448678343133	0.07155220713964616
letto	topo	-0.010591577577604108	0.04735280044416834
scopa	topo	0.13166350316339354	0.06576957777912207
sedia	topo	0.12641523596342102	0.07263744060026578
camicia	topo	0.13020554594024245	0.0752148921048229
armadio	topo	0.13471115029246197	0.07336597228002906
pettine	topo	0.12396525783538676	0.05726838126166334
giacca	topo	0.13149728324122031	0.07044273474625751
pennello	topo	0.13756326789305975	0.06849467117358621
spada	topo	0.08641209976427847	0.06927888176046015
gomma	topo	0.08504527395982518	0.06645819807200903
pastello	topo	0.1125610280783511	0.05203579412880932
penna	topo	0.12078207881506195	0.07503965950676283
quaderno	topo	0.1193909733108354	0.06062672131596736
tenda	topo	0.10312137063220354	0.06236358003556497
topo	vaso	0.14620672902475987	0.08207028326921184
letto	poltrona	0.03349583160939863	0.07450329272430789
poltrona	scopa	0.14457509213198433	0.0698248732225406
poltrona	sedia	0.22067223975768976	0.13884559294187393
camicia	poltrona	0.18479064512814408	0.1051957404666839
armadio	poltrona	0.16985390988105126	0.08978172108144067
pettine	poltrona	0.1375814059956958	0.06953901021363107
giacca	poltrona	0.1884001338042669	0.10316612389606028
pennello	poltrona	0.1316616975134117	0.0698297098069044
poltrona	spada	0.11328505308341993	0.08743375917142981
gomma	poltrona	0.08576801643713691	0.06792406390658923
