word_one	word_two	raw_cooc	log10_cooc
cane	orso	31	1.4913616938342726
cavallo	orso	5	0.6989700043360189
orso	scimmia	6	0.7781512503836436
gufo	orso	0	0
coniglio	orso	27	1.4313637641589874
gabbiano	orso	0	0
orso	passero	0	0
elefante	orso	2	0.3010299956639812
gatto	orso	23	1.3617278360175928
leone	orso	27	1.4313637641589874
maiale	orso	0	0
mucca	orso	7	0.8450980400142568
orso	serpente	6	0.7781512503836436
orso	tigre	34	1.5314789170422551
orso	topo	3	0.47712125471966244
orso	poltrona	0	0
letto	orso	25	1.3979400086720377
orso	scopa	0	0
orso	sedia	6	0.7781512503836436
camicia	orso	0	0
armadio	orso	2	0.3010299956639812
orso	pettine	0	0
giacca	orso	3	0.47712125471966244
orso	pennello	0	0
orso	spada	3	0.47712125471966244
gomma	orso	1	0.0
orso	pastello	0	0
orso	penna	1	0.0
orso	quaderno	0	0
orso	tenda	7	0.8450980400142568
orso	vaso	3	0.47712125471966244
cane	cavallo	91	1.9590413923210936
cane	scimmia	35	1.5440680443502757
cane	gufo	1	0.0
cane	coniglio	12	1.0791812460476249
cane	gabbiano	0	0
cane	passero	2	0.3010299956639812
cane	elefante	15	1.1760912590556813
cane	gatto	483	2.683947130751512
cane	leone	18	1.255272505103306
cane	maiale	55	1.7403626894942439
cane	mucca	21	1.3222192947339193
cane	serpente	27	1.4313637641589874
cane	tigre	11	1.041392685158225
cane	topo	40	1.6020599913279625
cane	poltrona	4	0.6020599913279624
cane	letto	140	2.146128035678238
cane	scopa	12	1.0791812460476249
cane	sedia	16	1.2041199826559248
camicia	cane	6	0.7781512503836436
armadio	cane	10	1.0
cane	pettine	0	0
cane	giacca	29	1.462397997898956
cane	pennello	0	0
cane	spada	2	0.3010299956639812
cane	gomma	9	0.9542425094393249
cane	pastello	0	0
cane	penna	3	0.47712125471966244
cane	quaderno	0	0
cane	tenda	7	0.8450980400142568
cane	vaso	2	0.3010299956639812
cavallo	scimmia	22	1.3424226808222062
cavallo	gufo	0	0
cavallo	coniglio	9	0.9542425094393249
cavallo	gabbiano	0	0
cavallo	passero	0	0
cavallo	elefante	8	0.9030899869919435
cavallo	gatto	26	1.414973347970818
cavallo	leone	10	1.0
cavallo	maiale	23	1.3617278360175928
cavallo	mucca	20	1.3010299956639813
cavallo	serpente	14	1.146128035678238
cavallo	tigre	7	0.8450980400142568
cavallo	topo	6	0.7781512503836436
cavallo	poltrona	1	0.0
cavallo	letto	58	1.7634279935629373
cavallo	scopa	46	1.662757831681574
cavallo	sedia	22	1.3424226808222062
camicia	cavallo	5	0.6989700043360189
armadio	cavallo	3	0.47712125471966244
cavallo	pettine	0	0
cavallo	giacca	3	0.47712125471966244
cavallo	pennello	1	0.0
cavallo	spada	78	1.8920946026904804
cavallo	gomma	1	0.0
cavallo	pastello	0	0
cavallo	penna	0	0
cavallo	quaderno	0	0
cavallo	tenda	9	0.9542425094393249
cavallo	vaso	10	1.0
gufo	scimmia	0	0
coniglio	scimmia	13	1.1139433523068367
gabbiano	scimmia	0	0
passero	scimmia	0	0
elefante	scimmia	12	1.0791812460476249
gatto	scimmia	15	1.1760912590556813
leone	scimmia	9	0.9542425094393249
maiale	scimmia	6	0.7781512503836436
mucca	scimmia	0	0
scimmia	serpente	1	0.0
scimmia	tigre	11	1.041392685158225
scimmia	topo	2	0.3010299956639812
poltrona	scimmia	0	0
letto	scimmia	15	1.1760912590556813
scimmia	scopa	8	0.9030899869919435
scimmia	sedia	3	0.47712125471966244
camicia	scimmia	4	0.6020599913279624
armadio	scimmia	4	0.6020599913279624
pettine	scimmia	0	0
giacca	scimmia	1	0.0
pennello	scimmia	5	0.6989700043360189
scimmia	spada	2	0.3010299956639812
gomma	scimmia	7	0.8450980400142568
pastello	scimmia	0	0
penna	scimmia	3	0.47712125471966244
quaderno	scimmia	0	0
scimmia	tenda	2	0.3010299956639812
scimmia	vaso	0	0
coniglio	gufo	5	0.6989700043360189
gabbiano	gufo	0	0
gufo	passero	0	0
elefante	gufo	10	1.0
gatto	gufo	9	0.9542425094393249
gufo	leone	0	0
gufo	maiale	0	0
gufo	mucca	0	0
gufo	serpente	0	0
gufo	tigre	0	0
gufo	topo	11	1.041392685158225
gufo	poltrona	4	0.6020599913279624
gufo	letto	7	0.8450980400142568
gufo	scopa	0	0
gufo	sedia	2	0.3010299956639812
camicia	gufo	1	0.0
armadio	gufo	2	0.3010299956639812
gufo	pettine	0	0
giacca	gufo	0	0
gufo	pennello	0	0
gufo	spada	0	0
gomma	gufo	0	0
gufo	pastello	0	0
gufo	penna	2	0.3010299956639812
gufo	quaderno	0	0
gufo	tenda	0	0
gufo	vaso	0	0
coniglio	gabbiano	0	0
coniglio	passero	0	0
coniglio	elefante	5	0.6989700043360189
coniglio	gatto	21	1.3222192947339193
coniglio	leone	12	1.0791812460476249
coniglio	maiale	4	0.6020599913279624
coniglio	mucca	2	0.3010299956639812
coniglio	serpente	19	1.2787536009528289
coniglio	tigre	5	0.6989700043360189
coniglio	topo	21	1.3222192947339193
coniglio	poltrona	0	0
coniglio	letto	1	0.0
coniglio	scopa	1	0.0
coniglio	sedia	0	0
camicia	coniglio	1	0.0
armadio	coniglio	2	0.3010299956639812
coniglio	pettine	0	0
coniglio	giacca	11	1.041392685158225
coniglio	pennello	0	0
coniglio	spada	9	0.9542425094393249
coniglio	gomma	0	0
coniglio	pastello	0	0
