corpus	sentence
itwac	Piantare sempre la [SEP] tenda [SEP] solidamente : puo' succedere che da un cielo meravigliosamente stellato si scateni un vento o un acquazzone improvviso mentre dormite .
itwac	Era solito Mosè ritornare alla sua [SEP] tenda [SEP] , per dubbi e quesiti da risolvere ; era solito rifugiarsi nella preghiera , per alleviare i pericoli e le perversità degli uomini .
itwac	va n. 1 " Centro - Crocetta " : - 1 ) il Sindaco , entro 30 giorni dall' approvazione della modifica , individui le aree in cui è vietata l' installazione delle tende verso gli spazi pubblici ; - 2 ) l' installazione delle [SEP] tende [SEP] sia subordinata , oltre che alle decisioni dell' Assemblea condominiale , al parere dell' Ufficio Colore della Città di Torino per preservare l' omogeneità delle facciate nel contesto generale di via ; - 3 ) che gli interni corte , anche quando non visibili da spazi pubblici siano assimilati alle facciate principali ; - 4 ) che le eventuali contravvenzioni vengano elevate non al condominio ma ai condomini trasgressori ; - 5 ) che entro anni cinque dall' entrata in vigore della modifica del Regolamento tutti i fabbricati si adeguino alla medesima .
itwac	Ore 9.30 : partecipazione dei giovani alle messe nelle comunità limitrofe a Limone per un " annuncio di pace " Ore 15:00 : attività di animazione con la realizzazione di murales sul lungolago , volantinaggio e la presenza di alcune associazioni di volontariato e della [SEP] tenda [SEP] della pace .
itwac	[ 14 ] Fece poi teli di peli di capra per costituire la [SEP] tenda [SEP] al di sopra della Dimora .
itwac	72 E fanciulle dai grandi occhi neri ritirate nelle loro [SEP] tende [SEP] .
itwac	Uno dei criminali vola oltre la [SEP] tenda [SEP] schiantandosi su un tavolo all' esterno .
itwac	Il campeggio è proprio sul mare , ed è attrezzato con casette mobili , roulottes e piazzole per [SEP] tende [SEP] .
itwac	Avevamo deciso di visitare solo la città , dovendo proseguire il nostro viaggio , ma i treni al completo per i successivi due giorni e l' impossibilità conseguente ad acquistare i biglietti , ci ha fatto prendere la decisione giusta : avremo usato queste giornate in più per andare nel Parco Naturale di Terelj in [SEP] tenda [SEP] .
itwac	Amy era in mutandine nel chiarore arancio della [SEP] tenda [SEP] , china in avanti , che tentava di infilarsi nei jeans .
