corpus	sentence
itwac	immagino che se un grande artista ( pensate a chi volete ) , si trovasse tra le mani queto strumento invece di un [SEP] pennello [SEP] e una tavolozza , e lo volesse spremere , potrebbe fare arte tanto quanto la potrebbe fare con il pennello !!!!! .
itwac	Uno ad uno perdono le speranze quasi tutti gli altri che ci erano garbati , o comunque sui quali avremmo scommesso : Luca " [SEP] Pennello [SEP] " Di Capua ( una specie di Britti , ma con più autoironia ) ; Loredana Errore , col suo metroecinquanta di grinta ; gli Shout e i Barco from Ventimiglia ; i Pix che si erano calati le braghe sul palco ; l' ultimo valido gruppo reggae rimasto ; quella decina di ragazze cantautrici brave , che per un motivo o per l' altro si distinguevano dal ciarpame .
itwac	Intervenire con il trattamento screpolante : stendere uno strato di vernice a olio , versata direttamente sul [SEP] pennello [SEP] , e quando è quasi asciutta applicare una mano di vernice ad acqua .
itwac	Il premio è contraddistinto dalla formula premio-acquisto , per cui ogni vincitore lascia la sua opera ( dal 1997 all' Assessorato alla cultura del Comune di Varese , che si occupa di conservarle ) , in cambio di un buono da spendere in materiale tecnico ( [SEP] pennelli [SEP] , colori , tele , cavalletti e altro ) .
itwac	30.000 , Pagine : 74 pag. Gli Innominabili esordisce nel 1980 sulla rivista Spirou dalla penna di Yann ( Yannick Lepennetier ) e dal [SEP] pennello [SEP] di Conrad ( Didier Conrad ) .
itwac	Jingle : Onan Softwear , il programma che vi calza a [SEP] pennello [SEP] !
itwac	Ricoprire il mastice con il pezzo e tamponare con un [SEP] pennello [SEP] pulito ed asciutto per far aderire la tela al mastice fresco .
itwac	Il tentativo di iscriversi al Conservatorio di Córdoba non sortì nulla di concreto , e alla fine si rassegnò a prendere in mano i [SEP] pennelli [SEP] , quasi fosse una predestinazione .
itwac	Morale dal suo discorso si evince che il " nuovo dittatore " prendendo tutto e giocando sul tutto storico politico Italiano servito a [SEP] pennello [SEP] dal suo staff ...
itwac	Come il [SEP] pennello [SEP] correttivo , lo strumento toppa consente di applicare texture , luci e ombre dei pixel campionati all' area da riparare .
itwac	io me le disegno sullo spallaccio con il [SEP] pennello [SEP] 0000000000000000 i consoli neri mi hai detto ??? acquila bianca su sfondo nero ?? molto difficile direi                             ELENA TI AMO ------------------------------------------------------------------------------ Vi-O-la VI-o-La Vi-o-LA 15/6/2003 23:49 [ adv ] I tuoi giochi , a casa tua , in un click : Videogame.it Online Shop !
itwac	Ungere con un [SEP] pennello [SEP] piatto la superficie della sfoglia con burro sciolto e stenderci sopra le mele sbucciate , senza torsolo e affettate , il pangrattato fatto insaporire nel burro , l' uvetta asciugata , i pinoli interi , la frutta secca spezzettata , lo zucchero , la cannella e la buccia di limone .
itwac	) [SEP] pennelli [SEP] e pennelluzzi vari pennini e / o pennarelli : ecco , qui vorrei ancora qualche dritta , qualcosa che sia facile da usare anche per una alle prime armi ...
itwac	Molti pittori hanno speso tutta la loro vita artistica cercando la perfezione ma forse non hanno mai capito che un quadro sacro non si dipinge solo con dei colori e [SEP] pennelli [SEP] .
itwac	riguardo alla installazione dei pennelli , nel file che scarichi dovresti avere tute le indicazioni , altrimenti dovresti semplicemente scompattare il [SEP] pennello [SEP] scaricato e metterlo nella cartella dove ci sono gli altri pennelli di photoshop Gimblyz Newbie Registrato : Jun 16 , 2005 Messaggi : 4 Località : Pernumia ( PD ) Inviato : 2005 - 06 - 19 09:36 Vuoi sapere qual ' è un programma fikko della Microsoft ?
itwac	Nudi dipinti in punta di [SEP] pennello [SEP] .
itwac	L' etichetta di " cattolico libertario " , che Robert Nisbet appiccicò a Hillaire Belloc , gli calza a [SEP] pennello [SEP] .
itwac	Inoltre i dipendenti delle lavanderie , delle aziende che producono bambole e giocattoli , bottoni , spazzole e [SEP] pennelli [SEP] , berretti , cappelli di lana e di feltro , pelo per cappello , settore della paglia , ombrelli e manici per ombrelli , maglie e calze , penne e matite , reti da pesca , freni e frizioni .
itwac	Marcello - ( Buttando in aria i [SEP] pennelli [SEP] ) Basta , non riesco più a dipingere !
itwac	- Fornire ad ogni cavallo un proprio corredo di utensili e cosmetici per l' unghia quali nettapiedi , [SEP] pennelli [SEP] , grasso ...
itwac	e non so se hai notato che aprendo il menù a tendina dei [SEP] pennelli [SEP] pui caricarne altri già presenti in PS , e sono tanti !
itwac	lingua : it http://www.ambrosinisrl.it Ambrosini L' azienda di Bertinoro , in provincia di Forlì , commercializza colori , vernici , pitture , [SEP] pennelli [SEP] ed altro con grande professionalità .
itwac	Potete usare come pettinino il [SEP] pennello [SEP] di un vecchio mascara ( assicuratevi che sia ben pulito ) o quello del mascara incolore .
itwac	con l' umilta' del mio [SEP] pennello [SEP] ...
itwac	Cavaradossi dipinge con rapidità e si sofferma spesso a riguardare il proprio lavoro : il Sagrestano va e viene , portando una catinella entro la quale continua a lavare i [SEP] pennelli [SEP] .
itwac	De Chirico sente Astolfo calzargli a [SEP] pennello [SEP] .
itwac	Il diorama è composto da un fondale rettangolare dipinto con colori acrilici a [SEP] pennello [SEP] ed aerografo , disposto ad acro di cerchio all' interno dell' espositore ; di alcune quinte di legno , polistirolo espanso e altri materiali che riproducono l' aspetto e l' andamento delle rocce in primo piano e di una serie di modellini in grandezza naturale riproducenti vari tipi di animali pelagici mentre nuotano sotto la superficie del mare ; tra questi ci sono soprattutto ammoniti di varie specie , qualche belemnite ed alcuni pesci .
itwac	Lo stesso Comune informava , inoltre ( in quella lettera citata sopra ) , che all' epoca erano in via di costruzione " due [SEP] pennelli [SEP] alle foci dei due torrenti S. Siro e Magistrato " , che esistono tutt ' ora ed in particolare quello allo sbocco del Magistrato corrisponde oggi alla banchina Lanzarotto Maloncello .
itwac	Jones nell' interpretazione va un po' troppo in là arrivando a leggere come simboli fallici il bastone , i [SEP] pennelli [SEP] e il piccione , e a ricondurre persino la scelta di Picasso di rinunciare al cognome paterno Ruiz in favore di quello materno a questo ripetuto avvenimento infantile .
itwac	Realizzare un [SEP] pennello [SEP] aspirante per la pulizia di piccole vasche per l' allevamento di Andrea Varisco - estratto dal Notiziario GAEM 05/2001 Durante l' allevamento di avannotti in vasca dedicata , si presenta quotidianamente la necessità di asportare gli elementi di rifiuto e gli avanzi i cibo , al fine di mantenere ottimali le condizioni di allevamento dei nostri pesci .
itwac	ALFIO  A [SEP] pennello [SEP] .
