corpus	sentence
itwac	L' incontro con Sergio Cofferati , che da qualche giorno è ufficialmente il candidato del centrosinistra alla [SEP] poltrona [SEP] di sindaco di Bologna , parte con il ringraziamento per la sua adesione alla nostra proposta di Enzo Biagi senatore a vita , che ha motivato come un segnale a favore del pluralismo e della libertà di informazione .
itwac	dalla telefonata al trasportatore emerge che per consegnare la fottuta [SEP] poltrona [SEP] devono essere in tre : uno che guida e due che la trasportano , per la modica cifra di 30 euro all' ora , viaggio da Busto a Nova Milanese compreso .
itwac	Però , a leggere il giornale in [SEP] poltrona [SEP] nell' ex salone delle feste ci si sente veri signori e si dimenticano gli ospedali romani .
itwac	Speriamo che abbia la cortezza di non candidarsi a nessuna [SEP] poltrona [SEP] , tantomeno da consigliere etc ; no comment - PIETRO MENNEA che oltre al passato da atleta ( vedi sul sito fidal la scheda tecnica ) ora è un' onorevole .
itwac	E allora immaginate quando Kandinskij fa " Le sacre du printemps " e questi schiodano le [SEP] poltrone [SEP] , o quando Schonberg altera la forma canonica !
itwac	A differenza Sua che si è seduto , alla prima apparizione , sulla [SEP] poltrona [SEP] di Presidente , molti di noi frequentano le aule consiliari dei Quartieri e dei Comuni ormai da un pezzo .
itwac	Ecco perché , Giovanni , prima di allontanarsi con l' otre , forse , già segnato , si domanda se gli incontri sono già combinati , il perché della guerra , perché della gita sul lago con la ragazza infermiera e , se tutto , compreso la [SEP] poltrona [SEP] nel Tevere , hanno un collegamento ?
itwac	[ L.S. ] 2 Maggio 2002 Elezioni amministrative del 26 Maggio Quattro i candidati alla carica di Sindaco Sono quattro i pretendenti alla [SEP] poltrona [SEP] di primo cittadino nelle prossime elezioni amministrative del 26 Maggio : Nunzio Calanna , ex deputato regionale socialista sponsorizzato dalla Casa delle libertà che ha nella componente Firrarello-Castiglione i massimi esponenti , l' ex assessore comunale Maurizio Gorgone , espressione di un gruppo di dirigenti locali dei Ds insieme ad alcuni militanti dell' Ulivo e di Rifondazione Comunista , Carmelo Indriolo , medico ospedaliero già presidente del Consiglio comunale appoggiato dall' altro onorevole di FI Franco Catania e Salvatore Leanza , anch' esso ex deputato regionale socialista , espressione del centrosinistra e del sindacato brontese .
itwac	Se sperate di venire selezionati standovene comodamente seduti in [SEP] poltrona [SEP] vi sbagliate di grosso .
itwac	in realtà era una [SEP] poltrona [SEP] letto ...
itwac	Mik scioro missionario io sono pienamente a conoscenza dei personaggi arrivati a " [SEP] poltrona [SEP] " senza i famigerati galloni ma per strade politiche differenti dai campi di atletica .
itwac	Dalla [SEP] poltrona [SEP] in semiombra nella quale era seduto riusciva a vedere la pista da ballo e allo stesso tempo non dava troppo nell' occhio .
itwac	Sentite le vostre ossa , i muscoli , e tutti gli organi interni che si abbandonano , sprofondate nella vostra [SEP] poltrona [SEP] .
itwac	il che fa presagire tutta una serie di contatti sotterranei per la spartizione delle [SEP] poltrone [SEP] del Consiglio Federale nel caso di sua elezione .
itwac	Invece non poteva e quella vecchia storia rischia di costargli la [SEP] poltrona [SEP] di sindaco .
itwac	E invece sono caduta da sola e per di più mi sono fatta così male che se potessi tornare indietro non avrei mai risposto al suo primo sms , non mi sarei mai seduta sulla sua maledetta [SEP] poltrona [SEP] , non gli avrei mai detto che vado pazza per i cestisti , per il mc chicken e per " jack frusciante è uscito dal gruppo .
itwac	Eh , si' : stravaccati sulle [SEP] poltrone [SEP] ce n' era l' intero cast con un Al Cappone con ghigno incorporato che era al telefonino a riferire ai boss regionali .
itwac	( Fichte a Jacobi ) Tommy David quote : quello seduto in una comoda [SEP] poltrona [SEP] ( con popcorn e cocacola in mano ) e a vedere qualche films di fantascienza sarai tu !
itwac	Presente anche un divano letto e due [SEP] poltrone [SEP] .
itwac	Mai più sonni agitati pensando alla [SEP] poltrona [SEP] del dentista .
itwac	( Chiude , si stravacca sulla [SEP] poltrona [SEP] e riflette tra sé ) Eh , Anna ...
itwac	Si è assistito - ha sostenuto il capogruppo di An - ad un balletto delle [SEP] poltrone [SEP] per oltre due mesi .
itwac	CLASSE F = STYLE CLASS CLASSE K = KONCEPT CLASS : La classe intermedia di Eurofly , che occupa 20 [SEP] poltrone [SEP] di economica comprese nelle file 3 - 4 - 5 dell ' Airbus A 330 , è l ' ideale per chi predilige il relax e la privacy .
itwac	Dopo questa sfuriata capricciosa , si adagia stanco sulla [SEP] poltrona [SEP] ; e qui cominciano i sortilegi : la poltrona si agita e si mette a ballare una danza antica , seguito dagli altri mobili ; l' orologio si lamenta dell' equilibrio perduto ( " Ding , ding , ding " ) ; la teiera  in lingua inglese e con movimenti da boxeur ( è un wedgwood nero ) , e la tazza in un buffo cinese chiedono vendetta ; perfino il fuoco del caminetto , sfrigolando con lunghi vocalizzi , nega il suo calore al bambino , che comincia ad aver paura , mentre i pastori e le pastorelle della tappezzeria fatta a brandelli cantano un lamentoso addio ( " Adieu pastourelles " ) .
itwac	Proprio lui , che davanti a uno schermo e seduto in [SEP] poltrona [SEP] soffre quanto un pesce fuor d' acqua .
itwac	Vengono modificati i tempi dei verbi [ Alle tre meno un quarto Giuliano uscì di casa con lo skate sotto braccio dicendo alla nonna : " Vado a comperare un cuscinetto da Turisport e torno " ] La vecchia signora rimase calma per una mezz ' oretta ( fino alla tre e un quarto / tre e mezza ) poi , vedevo che il nipote non tornava , cominciò a fare la spola tra la [SEP] poltrona [SEP] , la finestra della sala e lo spioncino della porta , se mai arrivasse l' ascensore .
itwac	Flor siede in [SEP] poltrona [SEP] e tira fuori il lavoro a maglia ) .
itwac	A dire la più sincera verità , ci sarebbe pure un film che io vorrei rivedere , e non " Una [SEP] poltrona [SEP] per due " come da tre o quattro anni a questa parte la sera della vigilia ( quest' anno je tocca il 21 ) , il mio film è di : Francis Xavier Cross , 1988 " S.O.S. Fantasmi " con Bill Murray , quello mi aggrada , e ci passo veramente un paio di ore ( senza tirare fuori tutta la diatriba di Felliniana memoria ) in spensieratezza , compresa la pubblicità !
itwac	Poi aggiunge : « La distanza delle [SEP] poltrone [SEP] è di un metro , più che alla Filarmonica di Berlino » .
itwac	Mi metto sulla [SEP] poltrona [SEP] disteso e ascolto gli arpeggi di Slow Hand quasi vedendo le sue mani velocissime sulle corde .
itwac	Ingresso a 8 e 13 euro ( gradinate ) , 15 e 20 euro ( [SEP] poltrona [SEP] ) .
itwac	Decisa , come al solito , senza dire una parola vai verso il salotto , lasci cadere il soprabito sul divano e ti siedi su una delle due [SEP] poltrone [SEP] .
