corpus	sentence
itwac	Ciò nonostante " il [SEP] cavallo [SEP] non beve " , l' esperienza non decolla .
itwac	A seguito di ciò sono stati ricavati 3 appartamenti , arredati con mobili dâ  TMepoca e dotati di ogni confort , che sono stati destinati ad ospiti che amino trascorrere una vacanza in unâ  TMatmosfera di altri tempi , nella tranquillità di un piccolo e ridente paese dellâ  TMappennino tosco â  " romagnolo , con la possibilità di fare passeggiate a piedi , in mountan bike o a [SEP] cavallo [SEP] , respirando lâ  TMaria pura delle colline , di visitare le vicine città dâ  TMarte ( Firenze , Faenza , Ravenna , Bologna , Venezia , raggiungibili anche con comodi trenini ) , rilassarsi nel verde giardino e assaporare i prodotti tipici e le ricette della cucina locale facendosi letteralmente â   coccolareâ   dai padroni di casa .
itwac	Già il programma , altro [SEP] cavallo [SEP] di battaglia di Rutelli , che Berlusconi non ha ancora presentato a due settimane dal voto , mentre ha inviato a milioni di italiani il suo « fotoromanzo che costerà l' equivalente di tutta la campagna elettorale di Tony Blair » .
itwac	Gli stili dei combattimenti a [SEP] cavallo [SEP] cambiarono radicalmente nel corso dei secoli .
itwac	obelta venerdì 13 luglio 2001 , 0:00 Risposta a inviato da potimi Devo scegliere : dedicare un tot di mesi a [SEP] cavallo [SEP] tra il 2001 e il 2002 a un volumone di Kawabata o a uno di Silvia Plath Di kawabata ho letto qualcosa molti anni fa , e non ricordo sensazioni memorabili , quindi mi astengo dal giudizio .
itwac	Visite guidate ( a piedi , [SEP] cavallo [SEP] e bicicletta ) sono organizzate dalle Cooperative Ecotur ( tel. 0863.912.760 , Pescasseroli ) e Pinus Nigra ( tel. 0864.891.41 , Villetta Barrea ) .
itwac	INCIDENTI MONTAGNA : TRATTI IN SALVO ESCURSIONISTI DISPERSI                        pubblicata il 27/05/2002 ( ANSA ) - MACERATA , 26 MAG - Sono stati individuati e tratti in salvo da un elicottero del Nucleo dei vigili del fuoco di Arezzo poco prima delle 19 i due escursionisti che questo pomeriggio si erano persi durante un' escursione sui Monti Sibillini , fra Cima di Vallelunga e Monte Porche , a [SEP] cavallo [SEP] dei versanti maceratese e ascolano della catena montuosa .
itwac	In un concerto di Steve Hackett non possono poi mancare i suoi [SEP] cavalli [SEP] di battaglia , quei pezzi che hanno dato lustro ad una carriera solistica davvero brillante : Please Don ' t Touch , Everyday , Clocks e Spectral Mornings ( primo bis ) continuano ad emozionare dal vivo .
itwac	RACING Dallâ  TMesperienza nelle competizioni arrivano invece le novità più interessanti dal punto di vista tecnico : il motore standard della C 6 sarà il nuovo V 8 da 6,0 litri capace di sviluppare 400 [SEP] cavalli [SEP] ( sono 344 sulla attuale C 5 con motore 5,7 litri ) e dotato della mostruosa coppia di 542 Nm .
itwac	era la foto del mio [SEP] cavallo [SEP] ma ...
