corpus	sentence
itwac	Titolo : Occhi di [SEP] serpente [SEP] Cast : Madonna , Harvey Keitel , James Russo Regia : Abel Ferrara Un regista in crisi matrimoniale vuole fare un film sul fallimento di una coppia ma non trova un produttore .
itwac	O di un [SEP] serpente [SEP] .
itwac	Sono analizzati i seguenti quadri : - il primo ritratto di Elisabetta che non è ancora regina di Guillim Scrots ( 1546 ) Collezione di Sua Maestà Elisabetta II - Elisabetta I con le vesti dell' incoronazione nel 1559 e i capelli sciolti ( simbolo dello stato virginale ) , il ritratto è stato fatto nel 1600 , National Portrait Gallery - Elisabetta I con un setaccio ( simbolo di castità ) , 1583 Siena Pinacoteca - Elisabetta I in veste bianca e ramo di ulivo ( simbolo di pace ) , Marcus Gheeraerts , 1585 , Collezione privata - Elisabetta I in Armada Portrait con abito sfarzoso temepestato di perle ( simbolo di purezza ) tiene la mano sul globo e indica le Americhe dove è stata fondata la prima colonia inglese , chiamata Virginia , in suo onore , 1588 , Collezione W. Tyrwhitt-Drake - Elisabetta I in Diitchley Portrait , in abito bianco trapuntato di decorazioni oro e gioielli , sullo sfondo il cielo è in tempesta ma si annuncia il nuovo giorno , Marcus Gheeraerts il giovane , 1592 , National Portrait Gallery - Elisabetta I in Rainbow Portrait , Ritratto dell' arcobaleno , Marcus Gheeraerts o Isaac Oliver , 1600 , Hatfield House " Ancor più che nei ritratti precedenti , qui domina il simbolismo : sebbene Elisabetta sia ormai settantenne , il suo viso è sempre giovanissimo , e inoltre circondato da un' acconciatura particolarmente eleborata e ricche trine ; la sua eterna freschezza e giovinezza sottolineata dai fiori selvatici ricamati sul vestito ; la manica sisnistra del vestito è coperta da un [SEP] serpente [SEP] in pietre preziose , che tiene in bocca un rubino : questo rappresenta il cuore della regina , la sua bontà dunque , governata dalla saggezza , che ha nel serpente un simbolo tradizionale ; sulla sopravveste della regina sono ricamati occhi e orecchi dappertutto , ovvero la sua fama non ha confini ; infine la sovrana tiene in mano l' arcobaleno , il cui significato è esplicitato dalla vicina scritta Non sine sol iris : è il sole , simbolo di vita e di pace , che fa nascere la bellezza dell' arcobaleno .
itwac	Ibrido : ( incroci tra razze eterogenee ) : cerca di non immischiarti nelle cose altrui : 77 , 89 Iceberg : ( montagna di ghiaccio ) : contrarietà : 11 , 89 Icone ( immagine sacra ) : vederla : tutto ti andrà per il meglio : 27 , 37 Iddio : vedere : buon augurio per i propri affari : 28 Idolatrare : tu sei assai amato : 90 Idolatria : inquietudine , cattivi affari : 2 , 22 , 71 Idolo : tu hai intenzione di commettere ingiustizie contro alcuno : 6 , 84 Idra : serpente a più teste : v. Serpente Idraulica : avrai gioia nei figli : 49 Idro ( [SEP] serpente [SEP] acquatico ) : ingratitudine , prossima seduzione : 7 , 79 Idromele : ( sidro ) bere : farai amicizia con ebrei : 7 Idropisia : gravidanza : 26 , 34 Idroplano : viaggio utile : 34 , 49 Idrovolante : viaggio : 55 , 67 Iena : lutto , tristezza : 4 Ignudo : andare : grandi onori : 33 Imbandire : preparare un ricco pranzo per invitati già conosciuti : tutto filerà bene per i tuoi affari : 1 , 17 , 19 - come sopra ma per persone sconosciute : ti stai ponendo vicino a pericoli con donne non degne della tua attenzione : 17 , 87 , 90 - come sopra : ma di sole cose dolci : inganno da parte di persona a te sconosciuta : 54 , 58 Imbarazzo ( essere in ) : tanto maggiore è questo e più facilmente raggiungerai lo scopo divisato : 22 Imbarcadero : scontri di vedute : 56 , 90 Imbeccare : tu sei troppo attaccato alle tue vecchie abitudini : 56 Imbiancare : lino o cotone : morte prematura : 36 - una casa o una camera : cambiamento importante di posizione e di stato : 7 Imbianchino : vederlo : felicità : 7 - esserlo : novità : 7 Imboscata : essere ( in ) : bisogno di prudenza : 2 - cadervi : sicurezza : pericolo evitato : 5 Imbottigliare ( vino o altro ) : novità belle : 55 , 78 Imbrigliare ( mettere la briglia ) : se imbriglierete un cavallo eccitato : riuscirete nelle imprese di questi giorni : 88 , 48 - un cavallo nero : le tue preoccupazioni saranno eliminate con il concorso di persona autorevole : 11 , 15 , 17 - un cavallo non tuo : una donna straniera ti concederà i suoi favori entro breve tempo : 41 Imbrogliare : farai un guadagno insperato : 42 - essere imbrogliato da persone note : sei un galantuomo e meriti la stima degli altri : 31 Imbroglio fra amanti : matrimonio vantaggioso : 2 , 53 , 55 - fra amici : declino di fortuna : 6 , 16 Imbucare ( una lettera ) : novità vicine : 33 , 89 , 90 Imbuto : tu sei incorreggibile : 75 Immagine : diligenza e lavoro : 78 - d' un defunto , vederla : morrà qualche tuo congiunto : 1 Immagini : se belle e fatte : piaceri , trasporti di gioia , amicizia : 26 , 90 Immondizie : corri pericolo : 7 , 76 Impallidire : ciarle maligne : 31 Impallinare : un animale con un colpo di fucile : malattia non grave ma fastidiosa : 70 Impantanarsi : onori , ricchezze : 28 Imparare : allegrezza : 79 Impazienza : raggiungerai lentamente lo scopo : 62 Impedimenti : buon andamento degli affari : 87 Impegnare : o vendere i tuoi anelli : corruccio o processo : 6 - pignorare : vita vagabonda : 14 Imperatore : vederne uno e parlargli : progetto d' evasione , fuga , inquietudine : 10 Imperatrice : perdita d' impiego , di dignità , di reputazione : 10 , 64 , 66 Imperversare : infuriare : grandi dispiaceri in casa : 12 Impervio : contrarietà : 48 , 90 Impiccare : vedere : persecuzione : 77 - essere impiccato : più la forca è alta , più grandi saranno gli onori che riceverai : 3 , 9 Impiccato : mangiarne la carne : fortuna e favore d' un grande , acquista con mezzi vergognosi : 18 Impiegato : grande povertà : 29 , 86 Impigrire : sei troppo avaro : 35 Importatore : grande vergogna : 68 Importuno : processo scandaloso , pigrizia , perfidia : 14 Imposte : pagate alle autorità : gravi affanni : 12 , 55 - delle finestre : successo nelle imprese : 6 Impotente : infermità : 71 Impotenza : fortuna imprevista , illustrazione : 26 Impoverire : risparmia per la tua vecchiaia : 21 Imprecare : sfortuna e vergogna : 52 Impronta : gioia : 55 , 58 Innaffiare : contentezza : 37 - fiori : felicità domestica : 47 , 90 Innaffiatoio : speranza , guadagno : 88 Inargentare : tu manchi di coraggio : 63 Incagliare ( barca o nave ) : nuovi eventi : 89 , 90 Incantamento : formare uno : audacia e malefizio : 45 - esserne l' oggetto : perdita nel commercio : 90 Incantatore : v. Oroscopo Incatenare : fiere : riporterai vittoria sui tuoi nemici : 16 Incendiare : fortuna in amore , benedizioni e sanità : 4 Incendio : una o più case che bruciano d' un fuoco chiaro , puro , senza violenza , senza scintillare , senza ch ' esse siano consumate nè distrutte , è principalmente per i sognatori poco fortunati : segno d' onori , d' impieghi e dignità : 4 , 68 - oscuro , violento , scintillante con distruzione della casa ch ' esso investe : annunci o di grandi avversità al sognatore , come : pene , processi , disgrazia e rovina imprevista : 8 , 64 - in casa : fortuna : 66 Incenso : adulatori parassiti , tradimenti : 58 , 60 Incesto : gravi accidenti : rovina : 37 Inchiodare : dimentica ciò che non si può cambiare : 46 Inchiostro : accomodamento : 26 - sparso : garbuglio prolungato : 87 Inciampare : tu cadrai in fallo : 76 Incidere : lettera utile : 11 , 19 Incisore : sognar d' esserlo : tristezza : 22 , 40 Incisori : di sigilli : non tradire la fede riposta in te : 15 , 68 Incitare : incitare un gruppo di persone contro altre : sarai chiamato a testimoniare : 45 , 78 Incognito : vederne uno : visita d' un amico che si credeva sottoterra : 21 Incollare : contesa ; 69 Incollerire qualcheduno : buone amicizie : 56 Incolpare : avere l' impressione di stare incolpando una persona a voi sconosciuta : sarete traditi da persona che conoscete : 14 , 18 - come sopra : ma un gruppo di donne : guadagni insperati : 88 , 89 Incominciare : spiacevoli notizie : 88 Incontrare : la persona amata in luogo sconosciuto : ancora non vi conoscete : 15 , 89 - un animale furioso o pericoloso : scontri in famiglia per interesse : 37 , 47 Incoronazione : onore e considerazione : 6 Incostante : t' innamorerai presto : 24 , 56 Incudine : buon risultato delle tue oneste fatiche : 56 Indagare : nemici astuti : 76 Indiano : ti accadrà una avventura : 77 Indice : ( dito ) : non guardare sempre agli altri , tu hai in te stesso molto da migliorare : 66 Indigente : v. Mendicante , Povero Indignazione : sei troppo impulsivo , mentre dovresti essere più calmo ed equilibrato per riuscire bene negli affari : 90 Indiscrezione : non immischiarti di ciò che non ti riguarda : 37 , 46 Indisposto : cura la tua salute : 37 , 90 Indorare : doratura : vestito coperto d' oro : è un segno di agiatezza ed onore : 7 , 87 - consultarlo : inganno , tormenti mal fondati : 15 Indugiare : non devi disperare : 4 Industria : increscioso imbarazzo : 27 Inesperto : sarai soverchiato : 4 Infedele : la tua fiducia verrà ingannata : 16 Infermiere : salute , sicurezza , fortuna : 19 , 90 Infermità : vedere una persona inferma : afflizione : 36 - esserlo sè stessi : assenza d' ogni sorta di mali : 3 Inferno : fuggirsene ( dall' ) : ai poveri : gioia , se il sognatore e ricco e possente : ventura : 36 - tale e quale si dipinge con le sofferenze dei dannati : necessità d' un cambiamento di condotta , pentimento , ritorno sincero a Dio : 8 - ritornare da questo : ai grandi o ai ricchi : sciagura : 32 , 61 - ai poveri o agli infermi : consolazione , sollievo : 4 - udire i gemiti dei dannati : è un avviso celeste onde prepararsi a morire : 46 Inferriata : lieve malessere : 55 , 58 Infilar aghi : grande dispiacere e collera : 26 , 43 Infilzare : qualcuno con l' arma in combattimento : difficoltà economiche ed incontri sgraditi : 18 , 56 - un animale qualsiasi per ucciderlo : cerca di spendere meno : 58 , 66 Infinito : guardare l' infinito cielo ed avere l' impressione di spiccare il volo : le tue idee sono buone e ti frutteranno molti quattrini : onestà : 18 , 33 , 57 Infiorare : un portone o una camera per una festa o una ricorrenza lieta : lettera in arrivo molto utile per voi : 88 , 89 - un carro trainato da buoi : fortuna in famiglia ed anche nei figlioli : sistemazioni utili e proficue : 14 , 45 , 67 Infrangere : ai poveri : è di buon augurio , ai ricchi l' opposto : 89 , 90 Infuriare : smaniare : tu lotti invano con la tua sorte : 20 Ingannarsi : perfide insidie : 28 Ingegnere : fortuna nel gioco : 66 , 89 , 90 Inghilterra : amicizie pericolose : 26 Inginocchiarsi : imbarazzi : 54 Ingiuria : odio assopito : piaceri : 46 - riceverne : favore prossimo : 16 Ingiustizia : sii più benigno : 10 Ingiusto : tu sei troppo sospettoso : 18 Inglesi : falsi amici , creditori esigenti : 61 Ingordigia : tradimento ordito da donne , insonnia , segrete infermità : 40 Ingrassare : desideri smoderati , cattiva riuscita : 49 Ingratitudine : sei troppo tenero di cuore : 9 Ingresso : solenne : glorioso avvenire : 67 Inibire : tu hai del torto sulla coscienza : 48 Iniezione : l' impressione di farsi fare una iniezione intramuscolare : molti aiuti inattesi : 56 , 65 - come sopra ma iniezione endovenosa : non partire con fretta perché incorrerai probabilmente in guai : 11 , 18 , 89 , 90 Iniziare : un pesante lavoro : guadagni difficili però sicuri : 88 , 89 - un viaggio in automobile o in aereo : mancherai ad un importante appuntamento : 73 , 47 Innamorato : farai amare esperienze : 20 , 55 , 60 Inni : salmi cantare : pronto disbrigo dei tuoi affari : 13 - patriottici : gioia e notizie utili : 32 , 54 Inondare : allargare : il pericolo del quale tu temevi verrà allontanato : 57 , 88 Inondazione : rovina imprevista , accidenti gravi : 29 Inquietudini : segui imperterrito il tuo scopo : 8 , 10 Inquisizione : inquisitore : innocenza perseguitata ma trionfante : 1 , 17 , 71 Insalata : dolori , affari imbrogliati : 70 Insaponare : sarai ingannato : 26 Insaziato : otterrai presto i mezzi adatti per ottenere molte ricchezze e onori : 3 , 19 , 80 Insensato : sognare di esserlo divenuto : lunga vita : 28 , 36 - vedi anche Folle , Follia .
itwac	Con il peccato originale di Adamo ed Eva , ad opera del [SEP] serpente [SEP] ( Satana ) , la morte entra nel mondo ed esso rappresenta il più alto attentato alla sovranità di Dio Creatore , perché con il peccato di superbia Satana vuole allontanare l' uomo e la donna ed i loro discendenti dalla grazia divina in cui si trovavano Adamo ed Eva nel giardino di Eden prima del peccato originale .
itwac	Un capitolo a parte merita la quasi trentennale collaborazione con Luchino Visconti , che portò a film come Bellissima ( 1951 ) , Senso ( 1954 ) , Rocco e i suoi fratelli ( 1960 ) , Il Gattopardo ( 1961 ) , Ludwig ( 1973 ) e il sodalizio con Mario Monicelli , insieme al quale Suso Cecchi D' Amico ha realizzato fra le migliori commedie del nostro cinema , da I soliti ignoti a Parenti [SEP] serpenti [SEP] .
itwac	( Peterson W. James ) ( Ed. 2003 - L' Età dell' Acquario ) Il morbo di Haggard ( McGrath P. ) Il morso del [SEP] serpente [SEP] ( George E. ) Il morto che non riposa ( Cullingford Guy ) ( Ed. 2003 - Polillo ) Il mostro Il mostro ( Roberto Benigni ) Il mostro subatomico Il motore del 2000 ( Lucio Dalla ) Il Mucchio ( Biagio Antonacci ) Il mucchio selvaggio Il mugnaio urlante ( Paasilinna A. ) Il Muretto ( Jesolo Lido ) Il Muro ( Sartre J.P. ) Il muro di gomma Il Museo del Satiro ( Mazara del Vallo ) Il museo dell' inferno ( Raymond D. ) Il nano e la bambola .
itwac	Il [SEP] Serpente [SEP] e l' Aquila simboleggiano due tipi di I. , definibili I. lunare ed I ...
itwac	Un pesce gli disse che doveva recuperare gli oggetti magici depositati sul fondo del mare dentro ad una grotta , ma c' era un [SEP] serpente [SEP] marino di nome Ice .
itwac	| Successiva Robot , ecco il serpente cingolato 25/03/2005 ( PI - News ) Un team di scienziati americani ha costruito un robot simile ad un [SEP] serpente [SEP] capace di attraversare anche i terreni più difficili e insidiosi Presto il replicatore domestico 22/03/2005 ( PI - News ) Un ricercatore britannico presenta una periferica rivoluzionaria : un replicatore che permetterà di produrre - in proprio - oggetti d' uso comune .
