corpus	sentence
itwac	borsa serbatoio nella parte alta , tasca interna [SEP] giacca [SEP] , tasca tuta anti pioggia !
itwac	Schizzi , numerosi , invece si trovano sulla [SEP] giacca [SEP] del pigiama della donna , che sarebbe stato indossato da chi ha colpito Samuele .
itwac	Lo sapevate che la [SEP] giacca [SEP] a vento si chiama ancora Eskimo ?
itwac	Jeans e [SEP] giacca [SEP] nera , questa montagna di muscoli così avversata nelle ultime ore ha rischiato perfino di risultare simpatica , a discapito delle polemiche .
itwac	Questo era già previsto dalla Costituzione del 1853 ( art. 53 ) , senza referenza all' origine dell' immigrazione , [SEP] giacche [SEP] nel preambolo si fa referenza a " ...
itwac	Il camion aveva il cassone scoperto : il padre la coprì con la sua [SEP] giacca [SEP] di cuoio .
itwac	Vado verso la [SEP] giacca [SEP] appesa ad una gruccia in entrata .
itwac	Boselli ( Sdi ) : sbagliato tirare per la [SEP] giacca [SEP] il capo dello Stato Rutelli : modifiche al conflitto d' interessi , o Ciampi non firmi Il segretario Ds : gli organi di controllo siano indipendenti Cambiare anche il sistema televisivo dal Corriere - 11 gennaio 2003 ROMA - L' opposizione ha messo sul piatto delle riforme il conflitto d' interessi e adesso Francesco Rutelli chiama in causa Ciampi invitandolo a non firmare la legge Frattini , perché se dovesse passare a Montecitorio così com' è sarebbe « incostituzionale » .
itwac	" Molti non hanno digerito le nostre divisioni e ci hanno dato una tirata alla [SEP] giacca [SEP] per dirci ' dimostrate di non sapere stare insieme ' " .
itwac	Cotone stratorto , impermeabilizzato al Teflon , per assicurare resistenza e difesa contro urti / agenti atmosferici , e l' intramontabile cashmere tratteggiano un' offerta di [SEP] giacche [SEP] di taglio classico , ma egualmente confortevole , che si abbinano a pantaloni , stivaletti in cotone con profili in camoscio e guanti di eguale composizione materica .
itwac	Dove mangi in agriturismo , in albergo ma anche al sacco durante l' escursione Guide ti accompagneranno le nostre guide Equipaggiamento equipaggiamento Sea Project ( casco + sottocasco + tuta in cordura ) : il noleggio costa 8 E ( tuta ) + 2.50 E ( casco ) equipaggiamento " fai da te " : ti consigliamo di indossare una tuta sportiva , [SEP] giacca [SEP] a vento impermeabile e scarpe robuste .
itwac	Per non parlare dell' allegria travolgente della collezione Etro , mille colori accesi per pantaloni , [SEP] giacche [SEP] e naturalmente , cravatte .
itwac	Elegantissimo in [SEP] giacca [SEP] e cravatta , Giuseppe Carollo si fa notare nel corteo .
itwac	di MAURICE T. MASCHINO * Seccato , per aver dimenticato la carta d' identità nella [SEP] giacca [SEP] mandata in tintoria , ma per niente preoccupato , Jacques R. va in prefettura per ottenere un duplicato .
itwac	Jim Backus § Il bacio di una donna può non lasciare traccia nell' anima , ma ne lascia sempre sul bavero della [SEP] giacca [SEP] .
itwac	Era una scimmietta da circo che indossava dei pantaloni blu ed [SEP] giacca [SEP] gialla ; in testa portava una paglietta bianca .
itwac	Tutti numeri , gli uomini di Kafka-Collovà , già dal codice a barre che portano stampigliato sulle [SEP] giacche [SEP] , indaffaratissimi a trascinare faldoni su faldoni , simboli pesanti e polverosi di una burocrazia cartacea che ha annulla ­ to le individualità e sui quali la scena di Mela Dell' Erba costruisce parte della sua forza visiva altrimenti distribuita dal regista nei labirintici , inquietanti e opportunissimamente kafkiani palchetti-ruderi dell' ottocentesco teatro della Kalsa .
