subject	dprime_low	dprime_mid	dprime_high	accuracy_low	accuracy_mid	accuracy_high
1	-0.0964268120223728	-0.013699960808607081	1.399321112171187	0.8906446207791725	0.7650892463855234	0.6396490359375534	
2	0.1669154340213126	0.5916456051937055	0.867220442799987	1.2926068284671208	1.2516737100865112	0.7019561315789693	
3	-inf	0.12483256603754134	1.109201832889682	1.0142996922535295	1.0462679895261566	1.2516497975903362	
4	-0.018099361334746086	-0.11838497438095419	1.411803115129169	1.1077473944289615	1.9655590220930064	0.8551591586751046	
5	0.26580429948284934	nan	1.534733476587058	2.2627566505995738	2.6019960399989794	1.6601037982608116	
6	inf	nan	1.195843019739887	0.7414744476308575	4.4899701000005585	0.8127985482035289	
7	0.015507242662701093	1.0036804512654023	0.71644696218605	0.4702994734972844	1.3434842089285897	0.4940408968207899	
8	nan	inf	0.11336609392341268	0.8563602460226754	1.6731910843136915	0.9126504600566829	
9	0.07055985096268658	nan	0.3405290626604439	0.5391670081080828	nan	0.5574768423280402	
10	nan	nan	0.11362844221971524	0.9518162490358153	0.9280118212498987	0.7812224784614864	
11	0.16521267083494084	0.2517116633776981	1.022724622785769	1.5734222104294247	2.2807891229268455	1.4885336889361855	
12	-0.2064680730191939	0.27451043741585024	1.1810645788498173	1.4590818964178847	1.7154368805687041	1.3109098674311608	
13	0.02404837502072832	nan	1.1259616775408872	0.8234899564986512	1.493208223333357	0.5897912429362642	
14	nan	nan	1.1556766881699596	0.6743293524781367	0.7074688608294942	0.8021213710659787	
15	0.37181746573215446	-0.09791792559646595	1.1811578932847724	0.3459855929155047	0.5184271724137657	0.22653032448978425	
16	0.39204373929947955	0.4733683787865657	1.020328935793833	0.9511249918310217	1.5931587150537754	0.7868686893081784	
17	inf	nan	0.8562710858423	1.354798285156284	2.8708269850000163	1.09215455674926	
18	-0.08996523962088254	-0.10936802973114301	0.9706055688149902	0.6494642046831561	0.8368385465116172	1.089013867711571	
19	inf	0.4039927269415231	0.34392551861455944	1.0425529264563045	1.418005472916696	0.8362896613114665	
20	0.25172477310569885	0.2198558727535791	0.7409012802073063	1.4784956253918207	1.3160968911439448	1.2002030876404735	
21	nan	nan	0.6236653371813761	0.45779747383418307	1.2176265263158135	0.5382295955801322	
22	0.27617270073545064	0.10115303068523485	0.005536369127724428	0.8685519266862016	1.3224719244898286	1.1433982242856748	
23	-0.1412783070018428	-0.059780498890484535	1.5663347803402476	0.7066067665680655	0.7597190157894474	0.3925507928057229	
24	0.7013220956940963	0.5239783521240837	1.104466337079729	0.37759956295182395	0.5299664853659045	0.40312158857146557	
25	0.019548644724326714	inf	0.04957756540726721	1.2316748495356429	2.725871825110155	2.1991499912843557	
26	-0.1861048888951854	-0.1626603132832667	1.1736098674144455	0.5917056587431629	1.5267966818182155	0.5124650482142774	
27	0.020987475902759734	nan	1.0237759205293666	0.7316702196765572	1.0647674493506603	0.5723791603125032	
28	-0.2111886524786124	nan	-0.20617413984277833	0.650091745731662	0.5681578647058962	0.6920788317342913	
29	-0.13642211584185415	0.09881168517848149	0.5854269577738558	0.7499347120689651	1.5521821361764794	1.2523498543478022	
30	0.2858197881908895	0.26546775128773215	1.0806820948353186	0.32795466136358975	0.6642912495049185	0.338337376996834	
31	inf	0.6621287803060976	0.6052205915350481	0.49468278060606374	0.676340439877294	0.4043457175824232	
32	0.250144455463686	0.19716012923638537	0.7621439682010086	0.45512130114943766	0.785173574999988	0.4285540676870855	
33	-0.04859539878890384	0.3938393318590325	0.9115983594602652	0.46616922037620184	0.7205733547414014	0.5529700738318014	
34	-0.03046153707360183	0.17093981423090931	0.6414000832391217	0.4990006886039706	0.8751828799999678	0.5951468491856586	
35	-0.0798082701932187	0.49880321120522364	1.178744784371749	0.484332268437505	0.8249330736169975	0.533150680281634	
36	0.5024153697823031	nan	0.8081776753939113	0.5547410659883543	0.7620449646616604	0.5527868563574111	
37	0.04679476445423922	-0.07781794197601538	0.03291911633773115	1.3639243920000115	1.4848682540716198	1.0042045993749888	
38	0.48399364417667745	0.3239992153460547	1.0594413804822373	0.7860053800000165	1.0673475712328853	0.6200555216606871	
39	-inf	0.724535476139448	1.332824900969548	0.7268760968481056	0.8620891196629112	0.8111771966804797	
40	-0.13146758263222508	0.20058819151496776	0.7005841108511017	0.72721588761905	0.8929303870036459	0.7971130284883485	
41	0.4220992717397547	0.2958025835347666	0.7347787532805956	1.6169316186046538	2.534307645664769	1.274379915537855	
42	inf	0.8158366030023001	1.4734722082456946	0.7835254961218715	1.3849335151162647	0.9467908153125009	
43	-0.08151262496869843	0.6467917348222162	0.7771167215942374	1.1586084103333318	1.0465907963190226	0.7770110718310099	
44	0.10898267184467986	0.9911904855934386	1.210521566908314	0.6239894747800655	1.2585291785713524	0.6593296686567858	
45	0.3942105190721865	0.3803442681478786	0.6115869299302271	0.5603911527220586	0.9292696812500272	0.5488226438162472	
