word_one	word_two	surprisal_w_two
gomma	sedia	10.929176330566406
gomma	pennello	35.938621520996094
gomma	topo	18.566129684448242
gomma	cavallo	13.342655181884766
gomma	leone	14.37270450592041
gomma	serpente	10.469693183898926
gomma	pastello	49.8570671081543
gomma	scimmia	30.410846710205078
gomma	cane	10.000926971435547
gomma	tigre	28.829139709472656
gomma	pettine	27.1611328125
gomma	camicia	9.080161094665527
gomma	gabbiano	33.803611755371094
gomma	tenda	13.033814430236816
gomma	letto	11.959444999694824
gomma	passero	30.673385620117188
gomma	mucca	31.360136032104492
gomma	gufo	32.216426849365234
gomma	poltrona	14.981210708618164
gomma	elefante	35.422550201416016
gomma	scopa	29.81705093383789
gomma	quaderno	69.74810791015625
gomma	vaso	15.928321838378906
gomma	spada	12.098573684692383
gomma	orso	27.330820083618164
gomma	maiale	13.506292343139648
gomma	gatto	9.984282493591309
gomma	penna	9.058608055114746
gomma	armadio	28.895627975463867
gomma	coniglio	26.666440963745117
gomma	giacca	10.096269607543945
sedia	gomma	12.877974510192871
sedia	pennello	37.765586853027344
sedia	topo	20.90115737915039
sedia	cavallo	13.088218688964844
sedia	leone	15.203201293945312
sedia	serpente	10.234618186950684
sedia	pastello	50.726383209228516
sedia	scimmia	31.495372772216797
sedia	cane	9.637349128723145
sedia	tigre	29.839292526245117
sedia	pettine	33.407833099365234
sedia	camicia	9.656803131103516
sedia	gabbiano	33.622344970703125
sedia	tenda	15.677666664123535
sedia	letto	13.735081672668457
sedia	passero	35.194820404052734
sedia	mucca	32.98638153076172
sedia	gufo	29.195592880249023
sedia	poltrona	17.145030975341797
sedia	elefante	37.09006118774414
sedia	scopa	28.538156509399414
sedia	quaderno	70.14220428466797
sedia	vaso	15.77746868133545
sedia	spada	13.753617286682129
sedia	orso	28.479686737060547
sedia	maiale	14.65830135345459
sedia	gatto	10.554033279418945
sedia	penna	12.13720417022705
sedia	armadio	29.069000244140625
sedia	coniglio	30.13335418701172
sedia	giacca	10.673883438110352
pennello	gomma	11.069890022277832
pennello	sedia	10.65832233428955
pennello	topo	19.195974349975586
pennello	cavallo	11.229723930358887
pennello	leone	12.016225814819336
pennello	serpente	8.665872573852539
